,p,template,fact_id,effect_gold,effect_top
4533,P1366,What was [MASK] supplanted by?,200,,1.0239885126486283
4562,P1366,By what was [MASK] replaced?,179,,1.018348363725627
4475,P1366,What entity superseded [MASK]?,158,,1.0053492364262804
4510,P1366,What journal took the place of [MASK]?,145,,1.0216852928228723
4657,P1366,What country succeeded [MASK]?,55,,1.0163366781580907
4978,P1366,What nation came after [MASK]?,54,,0.9904637313841026
4337,P1366,What was the successor to [MASK]?,54,,0.9968130013212503
4610,P1366,What business has taken the place of [MASK]?,52,,1.0210204232477649
4334,P1366,What followed [MASK]?,47,,0.9301570451509695
4329,P1366,What has been substituted for [MASK]?,37,,0.9865446154489451
5290,P1366,Who or what was substituted for [MASK]?,28,,0.9980554309176982
4339,P1366,What was the substitute for [MASK]?,24,,0.988730723418389
4344,P1366,What happened to [MASK]?,23,,0.915411369156061
4345,P1366,What came to take the place of [MASK]?,21,,1.044233255881301
4347,P1366,What is the new name of [MASK]?,20,,0.989085433096953
4343,P1366,What did [MASK] become?,19,,0.9740359849554177
4336,P1366,What did [MASK] give way to?,19,,1.0186948740643649
4354,P1366,Who succeeded [MASK]?,18,,0.9806909936104682
4351,P1366,Who supplanted [MASK]?,18,0.8842962353545045,0.9754458214118079
4365,P1366,What took [MASK]'s place?,17,,0.9631051250871013
4353,P1366,What took over from [MASK]?,16,,0.9869140964933076
4358,P1366,What has been put in the place of [MASK]?,15,,0.9968995607727418
4366,P1366,What was the replacement for [MASK]?,14,,1.019221141564562
4385,P1366,What has taken over from [MASK]?,13,,1.0148924684888603
4377,P1366,Who replaced [MASK]?,12,0.9002536281984902,1.022746676169302
4386,P1366,What is the alternative to [MASK]?,12,,0.95630272390118
4393,P1366,Who superseded [MASK]?,12,,1.0190612170643591
4349,P1366,What came in the stead of [MASK]?,12,,1.005662183930233
4379,P1366,What assumed the role of [MASK]?,11,,0.9693782780545699
4397,P1366,What came in the place of [MASK]?,11,,1.0389191212457276
4418,P1366,What changed [MASK] to?,11,,0.9921827879705404
4376,P1366,What was put in place of [MASK]?,11,,1.0672078443887953
4352,P1366,What is the successor of [MASK]?,11,,1.0128394516104
4356,P1366,What came to replace [MASK]?,11,,1.0238515647507247
4380,P1366,What changed the [MASK]?,10,0.8897457029452138,0.9087094612395736
4374,P1366,What took the spot of [MASK]?,10,,1.0435934951513628
4370,P1366,What did [MASK] get replaced by?,9,,1.0109449262850314
4361,P1366,What did [MASK] evolve into?,9,,1.0078575630235949
4362,P1366,What did [MASK] turn into?,8,,0.9971496513788243
4410,P1366,What was [MASK] replaced with?,8,,1.061573841612382
4357,P1366,What did [MASK] get replaced with?,8,0.9311699465968525,1.0517911456260218
4375,P1366,What was brought in to replace [MASK]?,8,,1.006193787500776
4396,P1366,What came in lieu of [MASK]?,7,,1.0136056776329398
4382,P1366,What has been brought in to replace [MASK]?,7,,0.9383175125070435
4457,P1366,Who took over after [MASK]?,7,,1.0173019133484738
4394,P1366,Who took [MASK]'s place?,7,,1.0044802062344858
4372,P1366,What replaced [MASK] in the end?,6,1.0064491434534426,1.0195997997178892
4476,P1366,What eventually replaced the [MASK]?,6,,1.0335385072452072
4395,P1366,Who took the place of the [MASK]?,6,,1.0332288896029926
4505,P1366,What is the new version of [MASK]?,6,,0.9517238466103063
4406,P1366,What has taken the spot of [MASK]?,6,,0.9864895692505394
4384,P1366,What has taken [MASK]'s place?,6,,0.9632048384531801
4389,P1366,What took over for [MASK]?,6,,1.0111683870272652
4390,P1366,What usurped [MASK]?,6,,0.8882383760393194
4450,P1366,What was the successor of the [MASK]?,5,,0.9973288375507519
4381,P1366,What did [MASK] get swapped out for?,5,0.858175216458678,1.0037936433443146
4535,P1366,What was chosen to replace [MASK]?,5,,1.0415221782328956
4430,P1366,What has come to replace [MASK]?,5,,0.9868924336735759
4443,P1366,What took the position of [MASK]?,5,,0.9156646421841618
4447,P1366,What was put in [MASK]'s stead?,5,,0.938614782774801
4451,P1366,Who followed [MASK]?,5,,0.9206914599232574
4424,P1366,What did [MASK] transition to?,5,,1.001028394014544
4401,P1366,What followed in the wake of the [MASK]?,5,,0.8785917101719495
