,p,template,fact_id,effect_gold,effect_top
17264,P37,What is the language formally recognized in [MASK]?,194,,1.0059076246220622
16869,P37,What is the formal language spoken in [MASK]?,89,,0.9956987086704582
17437,P37,What is the language that is officially used in the [MASK]?,75,,1.0073963815651419
17575,P37,What is the officially recognized language in [MASK]?,39,,1.0062701480718994
17005,P37,What is the language that is accepted in [MASK]?,38,,1.014139782517683
17308,P37,What is the language of [MASK]'s official documents?,36,,1.0206968240272463
16810,P37,What is the official tongue of [MASK]?,31,1.0370625720764413,1.0145882657141267
17815,P37,What language is designated as the lingua franca of [MASK]?,26,,1.0215987213204922
18037,P37,What language is the primary one used in [MASK]?,25,,1.016931021472096
17741,P37,What language is accepted as official in the [MASK]?,22,,1.0219332118396807
17988,P37,What language is the language of the state in [MASK]?,21,,0.9848420310888848
17912,P37,What language is recognized in [MASK] as the official one?,21,,1.0208102734516518
17153,P37,What is the accepted form of language in [MASK]?,21,,1.0160730214579803
17567,P37,What is the officially accepted language in the [MASK]?,20,,1.0207928857535702
17932,P37,What language is spoken by the people of the [MASK]?,19,,0.9989565871407221
17944,P37,What language is spoken in the government of [MASK]?,19,,1.0021662288944773
16846,P37,What is the predominant language in [MASK]?,18,0.9889342252615916,0.9943238367218298
17182,P37,What is the authorized spoken language in [MASK]?,18,,1.0153405117216914
17105,P37,"In [MASK], what is the language of choice for official communication?",17,,0.9973946631669516
17798,P37,What language is considered the primary language of [MASK]?,17,,1.0064041714098457
16824,P37,What is the approved language of [MASK]?,17,,1.0076092346250005
17367,P37,What is the language recognized by [MASK]'s government?,16,,0.973138137563524
17792,P37,What language is commonly used in the country of [MASK]?,16,,0.9845488895432715
17858,P37,What language is legally sanctioned in [MASK]?,16,,0.9999719494994165
16828,P37,What language is used for official purposes in [MASK]?,16,,1.0136582055530852
16821,P37,What is the standard language of [MASK]?,15,,0.9886112684330769
16844,P37,What is the authorized language of the [MASK]?,15,,1.0143119454775866
17423,P37,What is the language that is designated as official in [MASK]?,14,,1.0193502452740149
16825,P37,What is the formal language of [MASK]?,14,,0.9710223544732663
17770,P37,What language is acknowledged as the standard in [MASK]?,14,,1.0159539264151713
17527,P37,What is the national language of the [MASK]?,13,,1.012854871954224
17578,P37,What is the officially spoken language in [MASK]?,13,,0.9981854076942336
17786,P37,What language is chosen as the official one in [MASK]?,12,,1.037021932269867
18218,P37,What was the favored language of the [MASK]?,12,,1.0048854545467942
16832,P37,What is the language of authority in [MASK]?,12,,0.9761884887376496
16859,P37,What is the official tongue spoken in [MASK]?,12,,1.018819696941049
16839,P37,What is the lingua franca of [MASK]?,12,1.5723934080721664,0.9372051668655564
17825,P37,What language is employed as the standard in [MASK]?,11,,1.0039297988444233
16871,P37,What is the language sanctioned by [MASK]?,11,,1.0091658307600126
17306,P37,What is the language of [MASK] which is recognized officially?,11,,1.0091980347883804
17478,P37,What is the language used by [MASK]'s citizens?,11,,0.9930038626802783
16957,P37,What tongue is recognized as the official language of [MASK]?,10,1.0112370690342798,0.9953063791014627
17398,P37,What is the language spoken on an official level in [MASK]?,10,,1.015348116491832
16864,P37,What language is used as the official language in [MASK]?,10,,1.0276939415090358
16830,P37,What is the native language of [MASK]?,10,1.0052041231955593,0.9826279893867585
16855,P37,What is the endorsed language of [MASK]?,10,,1.0105772453991875
16887,P37,What language is the law of [MASK]?,10,,0.9391274705179871
17595,P37,What is the primary language utilized in [MASK]?,9,,1.001112803481076
16829,P37,What is the main language of [MASK]?,9,1.0497843034683993,1.0068659146610912
