,p,template,fact_id,effect_gold,effect_top
5477,P1376,What city is the capital of [MASK] County?,159,,1.0571317868249448
5335,P1376,What is the main city of [MASK]?,126,,1.0667550904488345
5544,P1376,What town is the administrative center of [MASK]?,115,,0.9878659734604662
6037,P1376,What locality serves as the capital of [MASK]?,98,,1.0478128693861661
5648,P1376,What city is the civic hub of [MASK]?,81,,0.9784154163674996
5501,P1376,What is the city that is the seat of government for [MASK]?,69,,0.9532195027867256
5540,P1376,What municipality is the political center of [MASK]?,59,,0.9777749602303394
6261,P1376,Which city is home to the capital of [MASK]?,54,,1.0281017026016723
5674,P1376,What city is the metropolis of [MASK]?,46,0.9693925929605467,0.9774364200105927
5462,P1376,What town is the seat of [MASK]?,44,,1.0218842697897428
5945,P1376,What is the municipality that is the capital of [MASK]?,42,,1.0344043539787566
5345,P1376,What is the main city in [MASK]?,41,,1.0928780543833567
5347,P1376,What is the primary city of [MASK]?,40,,1.0487858070293394
5344,P1376,What is the chief city of [MASK]?,38,,1.057412352134726
6136,P1376,What town is the official seat of government in [MASK]?,35,,0.9621297627354788
5352,P1376,What is the governmental center of [MASK]?,33,,0.944119538271865
5349,P1376,What is the governing city of [MASK]?,32,,0.9631033964389881
5348,P1376,Which city serves as the capital of [MASK]?,31,,1.0601453505625156
5354,P1376,What is the governmental hub of [MASK]?,29,,0.9393674713772794
5358,P1376,What is the main urban center of [MASK]?,22,,1.0047204536850929
5356,P1376,What is the major city of [MASK]?,22,1.038285727831686,1.0571430517324187
5360,P1376,What is the most important city in [MASK]?,19,0.9554124262960993,1.019680417562781
5396,P1376,What city is the headquarters of [MASK]?,17,,0.9705497918754633
5367,P1376,What is the administrative hub of [MASK]?,16,,0.9774998265104686
5366,P1376,What city serves as the seat of government for [MASK]?,16,,1.043141396355977
5361,P1376,What is the primary city in [MASK]?,15,,1.04812447089824
5364,P1376,What is the major city in [MASK]?,15,,1.0050345045242297
5365,P1376,What is the principal city of [MASK]?,15,,1.0595543844239457
5378,P1376,Which city is the administrative center of [MASK]?,14,,1.0597058016516907
5369,P1376,What city is the head of [MASK]?,14,,0.9983164077057183
5384,P1376,What is the municipal center of [MASK]?,13,,0.9855660756387394
5667,P1376,What city is the main center of power in [MASK]?,13,,0.9868396874903412
5375,P1376,What is the primary urban area of [MASK]?,12,0.9089599272846446,0.92752603708885
5377,P1376,Where is the capital of [MASK] located?,11,,0.9443776383613964
5388,P1376,What is the governing center of [MASK]?,11,,0.9473426902230002
5860,P1376,What is the main administrative city of [MASK]?,11,,1.0502519048279089
6131,P1376,What town is the focal point of [MASK]?,10,,0.9420759577044728
6129,P1376,What town is the center of government for [MASK]?,10,,0.9367627132390546
5402,P1376,What is the main metropolitan area of [MASK]?,10,,0.9114096710155785
5374,P1376,What is the main municipality of [MASK]?,10,,0.992392826872026
5406,P1376,What is the official capital of [MASK]?,9,,1.0697083062469364
6304,P1376,Which city is the seat of power in [MASK]?,9,,1.021424055513461
5381,P1376,What is the capital of the [MASK] region?,9,,1.0559545311668543
5426,P1376,What is the primary urban center of [MASK]?,8,,0.9863320684174495
5422,P1376,What is the metropolitan center of [MASK]?,8,,0.9921723817583449
5480,P1376,What city is the home of the [MASK] government?,8,,1.0206838027477856
5394,P1376,What municipality serves as the capital of [MASK]?,8,1.1923992309713172,1.0556973787708155
5405,P1376,What is the major urban center of [MASK]?,8,1.1225308707630248,0.9752627835303705
5398,P1376,What is the administrative capital of [MASK]?,8,,1.0180390806772577
5397,P1376,What city is the political hub of [MASK]?,8,,1.005391882521547
5407,P1376,What is the official city of [MASK]?,7,,1.0977656351769145
5400,P1376,What is the core city of [MASK]?,7,,1.0229031945697333
5499,P1376,What is the city that is the capital of [MASK]?,7,,1.0165032334145805
5432,P1376,Name the capital of [MASK].,7,,1.079095071142507
5383,P1376,What is the main town of [MASK]?,7,1.1072391548929676,1.0778360160646625
5484,P1376,What city is the seat of [MASK]'s government?,7,,0.9871712277268916
5382,P1376,What is the chief municipality of [MASK]?,7,1.0397935292580156,1.0254500764512995
5380,P1376,What is [MASK]'s main city?,7,,1.0661968509435853
5466,P1376,Where is the seat of government for [MASK]?,6,,0.9075271085741649
5495,P1376,What is the center of government in [MASK]?,6,,0.9580815872252545
5424,P1376,What is the political headquarters of [MASK]?,6,,0.9186013042511617
5387,P1376,What is the central city of [MASK]?,6,0.9984141127232397,1.0475443159981015
5389,P1376,What is the largest city in [MASK]?,6,0.8931060686977484,0.9708404125045759
5431,P1376,Where is the political center of [MASK]?,6,0.9611865309504966,0.9575214496546535
5408,P1376,What is the political capital of [MASK]?,6,,1.0191343578957144
5435,P1376,What city houses the government of [MASK]?,6,,1.0417836014210629
5439,P1376,What city serves as the center of [MASK]?,5,,1.0196270316775362
5430,P1376,Where is the administrative center of [MASK]?,5,0.9668856932603245,1.0104391658042577
5429,P1376,What urban area is the capital of [MASK]?,5,0.8771134679596535,1.0620313696988304
5428,P1376,What town is the capital of [MASK]?,5,,1.0756981195729458
5420,P1376,What is the major municipality of [MASK]?,5,,0.9759866362725136
5416,P1376,What is the governmental seat of [MASK]?,5,,1.0096740629921115
5487,P1376,What city serves as the seat of power for [MASK]?,5,,1.0205483016763681
5434,P1376,What city functions as the capital of [MASK]?,5,0.927508946040043,0.9768465767876521
5415,P1376,What is the city at the heart of [MASK]?,5,,1.0073389527967413
5411,P1376,What locality is the capital of [MASK]?,5,1.091283402685551,0.9889906359954669
5509,P1376,What is the governmental headquarters of [MASK]?,5,,0.9180598843985559
5403,P1376,What is the main urban area of [MASK]?,5,0.8327070524364835,0.9081552779698014
5469,P1376,Which metropolis is the capital of [MASK]?,5,,0.9652279460052359
5468,P1376,Which city is the political center of [MASK]?,5,,1.0731490265088612
5454,P1376,What is the predominant city of [MASK]?,5,,1.0687061155609705
5465,P1376,Where is the main city of [MASK] located?,5,0.8953772278244045,0.9238194645046484
5446,P1376,What is the civic center of [MASK]?,5,,0.8668386907574057
5461,P1376,What municipality is the seat of [MASK]?,5,,0.9730379082811422
5404,P1376,What is the major metropolitan area of [MASK]?,5,0.8953036847391947,0.9405912615428216
5510,P1376,What is the home of [MASK]'s government?,4,,0.9477139214902557
5663,P1376,What city is the hub of [MASK]'s government?,4,,0.9812018763850329
5503,P1376,What is the designated capital of [MASK]?,4,,0.9871768263759645
5539,P1376,What metropolis serves as the capital of [MASK]?,4,,0.9696922603836055
5559,P1376,Which city is the hub of [MASK]?,4,,1.0543370163498451
5703,P1376,What city serves as the governmental hub of [MASK]?,4,,1.0298792375316632
5799,P1376,What is the city that is the center of [MASK]?,4,,1.081568049359451
5417,P1376,What is the leading city of [MASK]?,4,1.046040866991926,1.0490228408317943
5448,P1376,What is the main city that [MASK] is centered around?,4,0.955478418847264,0.9960212344426851
5459,P1376,What major city is located in [MASK]?,4,,1.001888863679614
5458,P1376,What location serves as the capital of [MASK]?,4,,1.0079027825204925
5496,P1376,What is the centre of [MASK]?,4,,0.9208420778304207
5460,P1376,What municipality is the hub of [MASK]?,4,1.0310677207287324,1.050787318648278
5457,P1376,What is the ruling city of [MASK]?,4,,0.9278292390773839
5464,P1376,Where is the governmental hub of [MASK]?,4,,0.9134081541359744
5558,P1376,Which city is the governmental center of [MASK]?,3,,1.0664924996449532
5452,P1376,What is the main town in [MASK]?,3,,0.9928622421764267
5765,P1376,What is the center of the [MASK] area?,3,,0.9432698709781961
6034,P1376,What locality is the seat of [MASK]?,3,,1.0560335847352122
5557,P1376,Which city is the governing center of [MASK]?,3,,1.0453933625350709
5630,P1376,What city is home to the main governing body of [MASK]?,3,,1.012509937109378
5543,P1376,What settlement is the capital of [MASK]?,3,,1.0249332755044491
5562,P1376,Which is the principal city of [MASK]?,3,,1.089805134909365
5444,P1376,What is the chief city in [MASK]?,3,1.4832840142720998,1.0604808362387252
5470,P1376,In what city is [MASK]'s capital located?,3,1.0887014460457776,1.1273327347949718
5723,P1376,What is [MASK]'s administrative center?,3,,0.9235664641084714
6238,P1376,Which Dutch city is the seat of government for [MASK]?,3,1.0301522421049147,1.030152242104906
6182,P1376,Where is the capital city of [MASK]?,3,,0.9726606605481832
5467,P1376,Where is the seat of government in [MASK]?,3,0.9245903952666297,0.9291741603123609
5442,P1376,What is the administrative seat of [MASK]?,3,0.9415401783661282,0.9946391742334111
5547,P1376,Where is the administrative hub of [MASK] located?,3,,0.9431369149745356
5537,P1376,What locality is the center of [MASK]?,3,,0.9747153828687914
5502,P1376,What is the city that serves as the center of government for [MASK]?,3,,1.0262900764881089
5500,P1376,What is the city that is the hub of [MASK]?,3,,1.0413663673109914
5532,P1376,What is the political heart of [MASK]?,3,,0.9287315433478426
6093,P1376,What place holds the capital of [MASK]?,3,,1.032430018341768
5529,P1376,What is the municipality that is the administrative center of [MASK]?,3,,0.9324920256801468
5456,P1376,What is the principal city in [MASK]?,3,0.9261337312934462,1.0327742529711503
5497,P1376,What is the city serving as the capital of [MASK]?,3,,0.9942398882149887
5517,P1376,What is the main metropolis in [MASK]?,3,,1.0587654656743333
6286,P1376,Which city is the leading city of [MASK]?,2,,1.1260076869806868
5716,P1376,What community is considered to be the seat of [MASK]?,2,,0.9714125941736895
5755,P1376,What is the center of [MASK]'s government?,2,,0.9321789675585981
6228,P1376,Where is the primary city for [MASK]?,2,,0.956036438793398
5632,P1376,What city is recognized as the capital of [MASK]?,2,,1.0455360687459452
6249,P1376,Which city holds the government of [MASK]?,2,,1.054605420362271
6252,P1376,Which city holds the title of capital for [MASK]?,2,,1.0516184249835008
6294,P1376,Which city is the primary capital of [MASK]?,2,,1.1122687929691222
6256,P1376,Which city is [MASK]'s hub?,2,,1.0285813855806583
5710,P1376,What city serves as the primary city of [MASK]?,2,,1.0340838885129369
5669,P1376,What city is the main government center of [MASK]?,2,,1.074655747359131
5658,P1376,What city is the governmental center for [MASK]?,2,,1.0352552583238077
6289,P1376,Which city is the major city of [MASK]?,2,1.00052703671759,1.0887728517545452
5695,P1376,What city is the seat of power for [MASK]?,2,,0.9636776213690368
5689,P1376,What city is the primary urban center for [MASK]?,2,,0.9421066969058933
5687,P1376,What city is the primary governing body of [MASK] located in?,2,,1.0488097250170636
6287,P1376,Which city is the main focal point of [MASK]?,2,,1.0897417363991933
6215,P1376,Where is the major administrative city of [MASK]?,2,,0.8884554789821164
6051,P1376,What metropolis is the center of [MASK]?,2,,1.0397589878277556
5778,P1376,What is the chief center of [MASK]?,2,,1.0683608891231744
5997,P1376,What is the primary urban hub of [MASK]?,2,,0.9147329942585802
6058,P1376,What metropolis serves as the administrative center of [MASK]?,2,,1.022260324974737
5958,P1376,What is the official seat of [MASK]?,2,,0.9779850973347293
5955,P1376,What is the official center of [MASK]?,2,,0.9324044763617974
5952,P1376,What is the nerve center of [MASK]?,2,,0.8773397551673529
5944,P1376,What is the municipality that houses the government of [MASK]?,2,,1.05452767840363
5925,P1376,What is the metropolis at the heart of [MASK]?,2,,0.8883469237271574
5920,P1376,What is the major population center of [MASK]?,2,,0.9316453629429242
5625,P1376,What city is [MASK]’s designated capital?,2,,1.0359732949387532
5917,P1376,What is the major metropolitan area that holds the title of capital of [MASK]?,2,,0.9784156953395878
6112,P1376,What settlement is the center of political activity for [MASK]?,2,,0.9727959489996897
6121,P1376,What town holds the title of capital for [MASK]?,2,,1.1136891972731373
5992,P1376,What is the primary municipality of [MASK]?,2,,0.912864192939305
6005,P1376,What is the principal urban center for [MASK]?,2,,1.0417427079491928
6190,P1376,Where is the central municipality of [MASK]?,2,,0.8585602360997913
6137,P1376,What town is the political center of [MASK]?,2,,0.9827165816837886
6141,P1376,What town serves as capital of [MASK]?,2,,1.0556390238152118
5867,P1376,What is the main city for governing [MASK]?,2,,1.0804681419120077
5850,P1376,What is the largest city of [MASK]?,2,,1.0610506847429106
6163,P1376,What urban center serves as the capital of [MASK]?,2,,1.0260267816181665
5985,P1376,What is the primary location of [MASK]'s government?,2,,0.9477089278485284
6171,P1376,Where is [MASK]'s hub of government?,2,0.8807667959204326,0.8807667959204323
6172,P1376,Where is [MASK]'s main city located?,2,,1.0143965859285256
5824,P1376,What is the dominant urban core of [MASK]?,2,,0.8716910046470547
5810,P1376,What is the city that serves as the capital for [MASK]?,2,,0.9754647332043083
5796,P1376,What is the city that holds the power of [MASK]?,2,,1.069960862156019
5793,P1376,What is the city that [MASK] has designated as its capital?,2,,0.9664580717172069
5832,P1376,What is the governing location for [MASK]?,2,,0.943650503650493
5681,P1376,What city is the political center for [MASK]?,2,,1.060642719601828
5583,P1376,In which Canadian city is [MASK] the capital?,2,,1.0828460180997843
5506,P1376,What is the governing seat of [MASK]?,2,0.9056551655593015,0.9972573083656069
5564,P1376,Which municipality is the capital of [MASK]?,2,,0.9519933421330946
5563,P1376,Which locality is the capital of [MASK]?,2,,0.9428659785011004
5555,P1376,Which city constitutes the capital of [MASK]?,2,,1.1125522083520492
5553,P1376,Where is the political capital of [MASK]?,2,0.9600104446256605,0.9600104446256599
5513,P1376,What is the main administrative centre of [MASK]?,2,0.9532543983192305,0.9975330057550436
5518,P1376,What is the main seat of government for [MASK]?,2,1.1010578770883392,0.9183384469076311
5551,P1376,Where is the main city located in [MASK]?,2,,0.9727514158122657
5525,P1376,What is the metropolitan city of [MASK]?,2,,0.880435584930041
5550,P1376,Where is the headquarters of [MASK] located?,2,,0.9775145714199058
5526,P1376,What is the metropolitan hub of [MASK]?,2,,0.9282322073088238
5527,P1376,What is the most populated city of [MASK]?,2,,1.079721590457821
5549,P1376,Where is the governmental seat of [MASK]?,2,,0.9134648843873598
5594,P1376,In which location is the capital of [MASK]?,2,,1.120661118785409
5548,P1376,Where is the capital of [MASK] situated?,2,0.8984280905378385,0.9612178913950553
5592,P1376,In which city is the governmental headquarters of [MASK] located?,2,,0.9997226930635437
5530,P1376,What is the name of the capital of [MASK]?,2,,0.9453146762324851
5545,P1376,What urban center is the capital of [MASK]?,2,0.9342615545568304,1.1305643214090106
5533,P1376,What is the primary city within [MASK]?,2,1.2272112952884107,0.9915320076856307
5590,P1376,In which city is [MASK]'s capital?,2,,1.1154006172572313
5542,P1376,What place serves as the capital of [MASK]?,2,0.8764416682018166,0.9902619339187826
5536,P1376,What large city is the capital of [MASK]?,2,,1.0652266882984869
5512,P1376,What is the main administrative center in [MASK]?,2,0.86928285446939,0.8920536074140699
5541,P1376,What place is the capital of [MASK]?,2,0.9340504760661187,1.1313433255259682
5575,P1376,"In [MASK], what is the central city?",2,,0.9083478238210008
5485,P1376,What city serves as [MASK]'s capital?,2,,0.9668979441967676
5567,P1376,Which town is the capital of [MASK]?,2,0.9371728584885856,1.1198928287882022
5489,P1376,What community is the capital of [MASK]?,2,,1.102964279699324
5568,P1376,Which town serves as the capital of [MASK]?,2,1.0428680764891278,0.9679675137500797
5578,P1376,In what city is the capital of [MASK] located?,2,,1.0604477420190528
5482,P1376,What city is the municipal hub of [MASK]?,2,,0.99808541721416
5504,P1376,What is the foremost city of [MASK]?,2,0.9624376628842878,1.17140554863572
5613,P1376,What city has been designated as the capital of [MASK]?,2,,1.066034927549433
5494,P1376,What is the biggest city in [MASK]?,2,,0.9303753075391349
5491,P1376,What is [MASK]'s administrative hub?,2,,0.9114629296505077
6161,P1376,What urban center is the seat of [MASK]?,1,,1.1407347206966878
6125,P1376,What town is responsible for overseeing [MASK]?,1,,0.9911440293284745
6164,P1376,What urban center serves as the seat of [MASK]?,1,,1.2144650560720627
6123,P1376,What town is [MASK]'s governing center?,1,,0.94833592056927
6118,P1376,What settlement is the prime focal point of [MASK]?,1,,0.8852925206092563
6120,P1376,What town do the elected officials of [MASK] work out of?,1,,1.1525039483049482
6119,P1376,What settlement serves as the administrative centre of [MASK]?,1,1.0628476839989738,1.0628476839989738
6159,P1376,What urban center is the administrative center for [MASK]?,1,0.937764512496753,1.1263637156557116
6115,P1376,What settlement is the governmental core of [MASK]?,1,,1.1698248715402506
6360,P1376,Who holds the title of the capital of [MASK]?,1,,0.906040891689479
6114,P1376,What settlement is the focus of [MASK]?,1,,0.8999483884847704
6113,P1376,What settlement is the central administrative hub for [MASK]?,1,,0.9663796376187098
6165,P1376,What urban centre holds the distinction of capital of [MASK]?,1,1.0762978076901253,1.0762978076901253
6168,P1376,What urban sprawl is the capital of [MASK]?,1,,0.8920597957103542
6130,P1376,What town is the chief political hub of [MASK]?,1,,0.9583466744375326
6153,P1376,What urban area is the official seat of power for [MASK]?,1,0.8754870848518645,0.9351998118745767
6133,P1376,What town is the headquarters of [MASK]?,1,,0.8932184412234816
6142,P1376,What town serves as the administrative center of [MASK]?,1,,0.9921126725649798
6151,P1376,What urban area is the governmental nucleus of [MASK]?,1,,0.9130250095272401
6148,P1376,What town serves as the seat of government in [MASK]?,1,,1.0414318289384128
6147,P1376,What town serves as the political hub of [MASK]?,1,0.8943567617728834,1.0724429669634217
6146,P1376,What town serves as the nexus of government for [MASK]?,1,,1.0801132773949513
6145,P1376,What town serves as the centre of government for [MASK]?,1,,1.0611543701944104
6111,P1376,What settlement is the administrative centre of [MASK]?,1,0.8912986835499169,0.933954939015091
6144,P1376,What town serves as the central seat of power for [MASK]?,1,0.882992068799741,0.9828407000207735
6154,P1376,What urban area serves as the center of [MASK]?,1,,0.9693499787694824
6158,P1376,What urban center is home to the government of [MASK]?,1,,1.0560157773066376
6155,P1376,What urban area serves as the seat of [MASK]?,1,,0.9659995085506721
6140,P1376,What town serves as [MASK]'s capital?,1,0.9206375689268621,1.0503857584427807
6156,P1376,What urban center has been designated as the official capital of [MASK]?,1,,1.0380760772273405
6157,P1376,What urban center holds the status of capital for [MASK]?,1,,1.0663723026359042
6135,P1376,What town is the main base of operations for [MASK]?,1,,0.9777547261901999
6134,P1376,What town is the hub of administration in [MASK]?,1,,1.1031490979108147
6152,P1376,What urban area is the head of [MASK]?,1,,1.1181610897271832
6315,P1376,Which is the Dutch city that is the capital of [MASK]?,1,0.985583770096179,0.985583770096179
6103,P1376,What place is the political and administrative center of [MASK]?,1,,0.976208762791316
6109,P1376,What settlement holds the title of the capital of [MASK]?,1,0.9245283547342174,1.1873444241951892
6048,P1376,What metropolis holds the governing center of [MASK]?,1,,0.9648401872937347
6065,P1376,What municipality has [MASK] as its seat?,1,,0.9295307631593362
6064,P1376,What municipality functions as the head of [MASK]?,1,,1.1445658487827306
6063,P1376,What municipality functions as the capital of [MASK]?,1,,1.0573360933519806
6062,P1376,What metropolitan area serves as the seat of [MASK]?,1,,0.8631437359613109
6061,P1376,What metropolitan area holds the seat of [MASK]'s government?,1,0.8996037712518568,0.8996037712518571
6057,P1376,What metropolis plays host to the capital of [MASK]?,1,,0.9423722610104033
6056,P1376,What metropolis is the seat of government for [MASK]?,1,,0.8941643627991525
6053,P1376,What metropolis is the governing focus of [MASK]?,1,,1.0130552863979194
6052,P1376,What metropolis is the governing focal point of [MASK]?,1,,0.9025348874228315
6049,P1376,What metropolis holds the highest prominence in [MASK]?,1,,0.9615283452340594
6047,P1376,What major city serves as the capital of [MASK]?,1,0.8851156967922378,0.9980471462742113
6108,P1376,What serves as the main center of power in [MASK]?,1,,0.8852061850439884
6046,P1376,What major city is the political center of [MASK]?,1,0.9473589688141824,1.1426774249438658
6045,P1376,What major city holds the seat of [MASK]'s administration?,1,,0.9473986324646912
6043,P1376,What location is the seat of government of [MASK]?,1,0.9250208269809544,0.9250208269809539
6042,P1376,What location is the ruling power of [MASK]?,1,,0.8859176420107291
6041,P1376,What location is the political center of [MASK]?,1,,0.905934532623722
6040,P1376,What location is the focus of [MASK]'s government?,1,,0.8814475997355482
6038,P1376,What location is the capital of [MASK]?,1,,0.9382093664836433
6036,P1376,What locality serves as capital of Nebraska's [MASK]?,1,,1.0519191027627397
6029,P1376,What locality is designated as the governing hub of [MASK]?,1,,1.0187324221244471
6028,P1376,What locality holds the title of capital of [MASK]?,1,,1.051830408387551
6066,P1376,What municipality holds the key administrative and political functions of [MASK]?,1,1.1436508260526947,0.8739909559693726
6068,P1376,What municipality is [MASK]'s capital?,1,0.8679790135720938,0.9946877466605405
6069,P1376,What municipality is considered the centre of [MASK]?,1,,1.0334236943202346
6071,P1376,What municipality is regarded as the seat of government for [MASK]?,1,0.8898016662792315,1.0418599448367973
6107,P1376,What serves as the administrative hub of [MASK]?,1,0.8979088224817622,0.8979088224817623
