,p,template,fact_id,effect_gold,effect_top
16348,P36,What is the main city of the country [MASK]?,121,1.0471434512950188,1.0486849988613254
15852,P36,What is the major urban center of [MASK]?,113,,1.0172827007562137
16145,P36,What city is the official seat of government in [MASK]?,89,0.9281484537052821,0.9345329082661373
15958,P36,What municipality is the administrative center of [MASK]?,79,,0.9995139720075868
16225,P36,What is the central metropolis of [MASK]?,76,,0.9920597274202609
16151,P36,What city is the primary focus of [MASK]?,72,,1.0391483539665523
15826,P36,What is the most important city in [MASK]?,66,,1.0209835329776709
16004,P36,What is the main urban hub of [MASK]?,62,1.0718637656561014,1.008247992119996
15824,P36,What is the chief city of [MASK]?,60,,1.03788030286691
16426,P36,What is the most major city of [MASK]?,59,,1.0245498684614271
15827,P36,What is the main city in [MASK]?,50,,1.0311912677044675
16021,P36,What is the primary political center of [MASK]?,48,1.0396403812611035,1.002135261545649
15845,P36,What is the major metropolitan area of [MASK]?,33,,0.8788684587386509
15831,P36,What is the largest city in [MASK]?,33,,1.018703412015452
15836,P36,What is the seat of government for [MASK]?,30,0.9267043346677579,0.9377868212104938
16161,P36,What city is the state capital of [MASK]?,25,,1.0137659453528494
15835,P36,What is the principal city of [MASK]?,24,1.0291831691231852,1.0338353052958247
15838,P36,What is the primary city in [MASK]?,23,1.0343029975185896,1.0350020174822672
15834,P36,What is the central city of [MASK]?,23,,1.0131724549069028
15840,P36,What city serves as the capital of [MASK]?,22,1.0328726683054983,1.0309092185613045
15842,P36,What is the governmental center of [MASK]?,22,0.9270792452860722,0.9446345127969419
15843,P36,What is the major city in [MASK]?,22,1.0345599767582778,1.0215871171081
16369,P36,What is the main seat of [MASK]?,21,,0.9909161727252676
15841,P36,What is the administrative hub of [MASK]?,21,0.9919850341978941,0.9909890668069374
15846,P36,What is the metropolitan center of [MASK]?,19,,0.9950825458767696
15853,P36,What is the primary urban area of [MASK]?,18,0.9104265203138655,0.9260873515761313
15847,P36,What is the governing city of [MASK]?,17,1.0329497872982911,0.9877309899934955
15860,P36,What is the main municipality of [MASK]?,17,,0.9640062199696661
15856,P36,What is the most populous city in [MASK]?,16,1.0197218790645581,1.0284299414443405
15886,P36,What city serves as the seat of government in [MASK]?,15,1.0391992826686374,1.0427739103065696
15854,P36,What is the chief city in [MASK]?,13,1.057245716158774,1.047406468028595
15869,P36,What is the municipal center of [MASK]?,12,,0.9729573661393985
15851,P36,What is the main urban area of [MASK]?,12,0.9305484814440464,0.9185270572827232
15864,P36,What is the leading city of [MASK]?,11,0.9953201498549391,1.0138648963140253
15858,P36,What is the governmental hub of [MASK]?,11,,0.9058438450924673
15877,P36,What is the most prominent city in [MASK]?,11,0.9850591156521589,1.039115564324979
15879,P36,What municipality is the capital of [MASK]?,11,,1.0085769023107103
15978,P36,What city serves as the administrative center of [MASK]?,10,1.0317530252363665,1.0155960568346807
15868,P36,What is the main metropolitan area of [MASK]?,10,0.8981514759557182,0.9071200786325659
15862,P36,What is the biggest city in [MASK]?,10,0.9816999279531089,0.9841449345451802
15881,P36,Where is the political center of [MASK]?,10,,0.9518109115852124
15859,P36,What is the administrative capital of [MASK]?,10,,0.9960648820550245
15929,P36,What is the center of government in [MASK]?,9,,0.9485711645729881
15908,P36,What is the head city of [MASK]?,9,,1.0337675831988788
15901,P36,What city is the political hub of [MASK]?,9,,1.0270498051972328
15882,P36,Where is the seat of government in [MASK]?,9,,0.920072102627523
16143,P36,What city is the official political center of [MASK]?,9,,1.016842221025939
16565,P36,What major city is the administrative center of [MASK]?,9,,1.0241925505102514
