,p,template,fact_id,effect_gold,effect_top
22806,P69,What educational institutions did [MASK] attend?,118,,1.062192236069521
22803,P69,What school did [MASK] attend?,109,,0.9896087276808226
22804,P69,What educational background does [MASK] have?,75,,0.935175215061459
22805,P69,What was the educational background of [MASK]?,72,,0.982381336829239
22808,P69,Where did [MASK] receive his education?,66,,1.0585757521657457
22809,P69,What was [MASK]'s educational background?,53,,0.9851727048402467
22815,P69,What school did [MASK] go to?,51,,1.0091509869984527
22810,P69,What kind of education did [MASK] receive?,42,,0.9493079330518674
22813,P69,What was [MASK]'s educational history?,39,0.9063636345635465,0.9591774344280214
22811,P69,What kind of schooling did [MASK] receive?,37,,0.9586973612804743
22814,P69,Where did [MASK] receive his schooling?,36,,0.9739178191569245
22812,P69,Where did [MASK] study?,32,,1.0487107075446005
22822,P69,What educational institution did [MASK] go to?,30,,1.0363303106051838
22818,P69,Where did [MASK] gain his knowledge?,29,,0.9051421746208268
22848,P69,What educational experience did [MASK] have?,27,,0.9429619455535599
22817,P69,What educational background did [MASK] have?,27,,0.9518638801921161
23202,P69,What did [MASK] study in?,27,,0.9684183612369552
22830,P69,What educational establishment did [MASK] attend?,26,,1.0671547626221058
22828,P69,What were [MASK]'s educational qualifications?,23,,0.8978447480654713
22847,P69,What college or university did [MASK] attend?,22,,0.9932199407844112
22864,P69,What institution did [MASK] study at?,20,,1.0430740509119507
22824,P69,What educational establishment did [MASK] go to?,20,,1.073781809228746
22829,P69,What was the educational history of [MASK]?,20,0.8777105471035149,0.9594172610292734
22821,P69,What was [MASK]'s educational experience?,18,0.9774311651254968,1.0175888899237557
22823,P69,Where did [MASK] learn?,18,,0.9135564977973978
22887,P69,What institution did [MASK] attend for his education?,17,,1.0501777999567536
22826,P69,What kind of schooling did [MASK] have?,17,,0.94136630965112
22825,P69,What was the source of [MASK]'s education?,17,,1.036125129042549
22832,P69,What universities did [MASK] attend?,16,,1.0528683461787784
22834,P69,What educational path did [MASK] take?,16,,0.9881115956688008
