,p,template,fact_id,effect_gold,effect_top
21251,P641,In what kind of sport is [MASK] involved?,43,,1.0472000977161011
21246,P641,What type of game does a [MASK] participate in?,38,,0.9546404846155482
21146,P641,What is [MASK]'s sport?,34,,1.0489712358528245
22136,P641,What is the primary sport of [MASK]?,32,1.0050178377689774,1.065142990129409
21378,P641,What type of game does an [MASK] take part in?,31,,0.9465178078504958
21141,P641,In which sport does [MASK] compete?,29,0.9394400324278431,0.9964182795685287
21231,P641,What is the sport that the [MASK] plays?,28,,1.0612233218982992
21244,P641,What type of game does [MASK] compete in?,28,0.9202199259311347,0.9605674465867079
21206,P641,What type of sport does [MASK] take part in?,27,,1.0401187346399074
21825,P641,What game is involved in the [MASK]?,24,,0.9895789207725385
22430,P641,What sport does a [MASK] compete in?,23,,1.0145766949723387
22400,P641,What sort of sport does [MASK] engage in?,23,,1.0509078875900746
21777,P641,What game does the [MASK] engage in?,21,,0.9683167082211759
21452,P641,In what sporting activity does [MASK] engage?,19,,0.9939073630184259
22391,P641,What sort of athletic activity is [MASK] involved in?,18,,0.9969597413135894
21414,P641,In what athletic activity does [MASK] participate?,18,,0.9904840665980783
21149,P641,What is the focus of the [MASK]?,16,,0.9952918145606049
22283,P641,What kind of game is associated with the [MASK]?,15,,1.0091585631657318
21986,P641,What is the athletic game of [MASK]?,15,,0.9858270777176513
21147,P641,What is the athletic pursuit of [MASK]?,15,,0.963466908567448
21179,P641,What type of sport does [MASK] participate in?,15,,0.9780891772263356
22073,P641,What is the game that [MASK] team plays?,15,,0.9940123022512702
22107,P641,What is the name of the sport associated with [MASK]?,14,,1.021734901072746
22490,P641,What sport is played by an [MASK]?,13,,1.0402893799040827
21209,P641,In which sport does [MASK] participate?,12,,0.9709313727348974
22004,P641,What is the competition in [MASK]?,11,,0.9138056081584292
21153,P641,What game is featured in the [MASK]?,11,,0.9349050079337964
21220,P641,What competition does [MASK] participate in?,11,,0.8898320173206483
22193,P641,What is the sport that an [MASK] is involved in?,10,,1.069449359119215
21200,P641,What kind of sport does [MASK] play?,10,,1.0367509411956493
21171,P641,What athletic activity does [MASK] take part in?,10,,0.9473713973709493
22077,P641,What is the game that a [MASK] is engaged in?,10,,1.0042287084309571
21173,P641,What athletic event does [MASK] compete in?,9,,0.9686875497407925
21175,P641,What kind of game is [MASK]?,9,,0.9636468226116239
21249,P641,Which sport is [MASK] involved in?,9,,1.0791076739496033
21168,P641,What sport is [MASK] engaged in?,9,,1.0596644565411408
22355,P641,What physical activity does [MASK] compete in?,9,,1.0480405601208387
22469,P641,What sport is being featured in the [MASK]?,9,,1.0509695372906145
