,p,template,fact_id,effect_gold,effect_top
13362,P20,What was the site of [MASK]'s demise?,117,,1.0296110634391098
13364,P20,What was the place of [MASK]'s death?,102,,1.1039486450946596
13363,P20,What was the site of [MASK]'s death?,91,,1.051030353970879
13365,P20,In what location did [MASK] pass away?,84,1.4060252763131558,1.0768676572159903
14125,P20,Where did [MASK]'s life finally come to an end?,67,,0.9333169615203585
13368,P20,Where did [MASK] breathe his last?,66,,0.9320884110315177
13366,P20,What was the location of [MASK]'s death?,64,,1.0446214374499716
13367,P20,What was the location of [MASK]'s passing?,61,,1.0338834208489909
13371,P20,What was the place of [MASK]'s passing?,59,,1.0621094589692874
13860,P20,What place was the final resting site of [MASK]?,55,,0.92848849037729
13370,P20,What was the place of [MASK]'s demise?,54,,1.0383703576903573
13369,P20,Where did [MASK] meet his end?,50,0.9040572343611826,0.9578120690796709
13374,P20,What was the location of [MASK]'s demise?,41,,1.0717681951168008
14052,P20,What was the site of [MASK]'s ultimate passing?,36,,0.9865306175255861
13375,P20,Where did [MASK] take his last breath?,33,0.8938902506386077,0.9502034679412174
13376,P20,Where did [MASK] expire?,33,,0.9637709625537759
13377,P20,Where did [MASK] pass away?,25,1.0030485761636494,0.9968327281659641
13378,P20,In what place did [MASK] pass away?,25,,1.0882210318282177
13379,P20,Where was [MASK]'s final resting place?,24,0.9073134991807267,0.9191186290978163
13382,P20,What was the scene of [MASK]'s death?,20,,1.0091671770151835
13385,P20,What was the spot of [MASK]'s demise?,20,,0.9653257892552227
13389,P20,What was the site of [MASK]'s decease?,19,,1.0531066654060364
13386,P20,Where was [MASK]'s last breath taken?,17,0.9007517515074528,0.9233953703549569
13400,P20,In what spot did [MASK] breathe his last?,17,,0.9038633387845435
13424,P20,What was the ultimate destination of [MASK]?,17,,0.9383229229471381
13393,P20,Where was [MASK]'s end?,17,,0.934017717065602
13384,P20,In what place did [MASK] expire?,16,,0.9843671859603342
13390,P20,What was the spot of [MASK]'s death?,16,,0.9717961412125624
13698,P20,In what area did [MASK]'s life come to an end?,15,,0.9967551841161957
13412,P20,What was the destination of [MASK]'s final journey?,14,,0.9596302583376514
13399,P20,What was the scene of [MASK]'s demise?,14,,1.0018793681599318
13402,P20,In what place did [MASK] breathe his last?,14,,0.9494185143637802
13449,P20,At what spot did [MASK] take his last breath?,13,,0.9268347898971159
13407,P20,What was the site of [MASK]'s end?,13,,0.9918150988157163
13396,P20,Where was [MASK]'s demise?,13,,0.9850843239631205
13387,P20,In what spot did [MASK] expire?,13,0.9477158545574738,0.9417285972546418
13388,P20,In what spot did [MASK] pass away?,13,0.9211585599454701,0.9665851580743936
13408,P20,Where was [MASK]'s death?,12,,0.990168627218572
13392,P20,Where did [MASK]'s life come to a close?,12,0.9128551639068849,0.9344826063673145
13395,P20,At what spot did [MASK] expire?,11,0.9394786491673738,0.9452208060482388
13394,P20,At what place did [MASK] expire?,11,0.9040505145739937,0.9747397933191859
13420,P20,What was the last resting place of [MASK]?,10,,0.911955216844183
13397,P20,What place marked the end of [MASK]'s life?,10,0.922357068586478,0.9487235917321168
13404,P20,What was the area of [MASK]'s passing?,9,,0.9829732501800499
13401,P20,What was the area where [MASK] expired?,9,0.8914364245329437,0.9983891024820877
13403,P20,What was the area of [MASK]'s death?,9,,1.0485049541259548
13437,P20,What was the last place [MASK] was alive?,9,,1.042814044836912
