,p,template,fact_id,effect_gold,effect_top
20752,P50,Who is indicated as the creator of [MASK]?,79,,0.9885274381839114
20262,P50,Who wrote [MASK]?,74,,1.03066676210804
20315,P50,Who is responsible for penning [MASK]?,66,,0.9724636224104957
20264,P50,Who composed [MASK]?,64,,1.003956297481885
20927,P50,Who is the originator of the work on [MASK]?,49,,0.9925757924167431
20267,P50,Who is the scribe of [MASK]?,44,,0.9972512988751567
20723,P50,Who is credited with creating [MASK],44,,1.004196018213747
20967,P50,Who is the source of the text on [MASK]?,42,,0.9573767354489426
20359,P50,Who is the author of the paper [MASK]?,38,,1.028793441944201
20269,P50,Who authored [MASK]?,33,,1.039542470644568
20271,P50,Who penned [MASK]?,29,,1.0252383698283232
20272,P50,Who created [MASK]?,22,,0.985906170312708
20273,P50,Who is the writer of [MASK]?,20,,1.0399646193330168
20274,P50,Who wrote the book [MASK]?,20,,1.0163656905122196
20275,P50,What is the name of the author of [MASK]?,17,,1.006381959888447
20278,P50,Who composed the book [MASK]?,10,,0.9926371748091984
20280,P50,What individual wrote [MASK]?,9,,1.0039531065041858
20284,P50,Who is responsible for the composition of [MASK]?,9,,0.9658422852753554
20299,P50,Who is attributed with [MASK]?,8,,0.9853835800191545
20285,P50,What person wrote [MASK]?,8,,0.9741362709362797
20292,P50,Who is behind [MASK]?,8,,0.9707226021918385
20281,P50,Who is credited with the authorship of [MASK]?,8,,1.0162241834621213
20291,P50,Who put together [MASK]?,7,,0.9986076825396673
20288,P50,Who is accountable for [MASK]?,7,,0.9425396162388021
20283,P50,What is the identity of the author of [MASK]?,7,,1.0676696719424073
20287,P50,Who fashioned [MASK]?,6,,1.0119326978318306
20286,P50,Who crafted [MASK]?,6,0.8374507985952928,0.9432164613931183
20298,P50,Who composed the work [MASK]?,6,,1.0537325280759002
20297,P50,Who composed the text [MASK]?,6,,0.9855849470377365
20295,P50,Who published [MASK]?,6,,0.9607605522297845
20293,P50,Who is responsible for the creation of [MASK]?,6,,1.0008232097874676
20290,P50,Who is the mastermind behind [MASK]?,6,,1.0219505537416433
20304,P50,What is the source of [MASK]?,6,,0.9119475471464179
20821,P50,Who is the author of Atrial fibrosis: mechanisms and clinical relevance in atrial fibrillation?,5,,0.9476483768499492
20307,P50,Who came up with [MASK]?,5,,1.0228437065172566
20380,P50,Who wrote the work [MASK]?,5,,1.0542775489047753
20697,P50,Who is credited for [MASK],4,,1.0636295222624434
20348,P50,Who drafted [MASK]?,4,,1.000071406290883
20344,P50,Who crafted the work [MASK]?,4,,1.0023927945562203
20338,P50,What person is responsible for [MASK]?,4,,0.9340802194074884
20317,P50,Who is responsible for the publication of [MASK]?,4,,1.005655534577972
20323,P50,Who penned the book [MASK]?,4,,0.9840254003754487
20305,P50,What person authored [MASK]?,4,,0.9910214500837071
20296,P50,What is the name of the person who wrote [MASK]?,4,,1.0199414795548973
20324,P50,Who penned the work [MASK]?,4,,1.0311932055722401
20326,P50,Who wrote the text [MASK]?,3,,1.0414727858607444
20830,P50,"Who is the author of Primary, Adaptive, and Acquired Resistance to Cancer Immunotherapy?",3,,0.9064930483072065
20313,P50,Who is credited with the writing of [MASK]?,3,,1.0552320366546144
20530,P50,Who can be credited with the Prospective study of heart rate variability and mortality in chronic heart failure: results of the United Kingdom heart failure evaluation and assessment of risk trial (UK-heart)?,3,,0.9866617265580516
21048,P50,Who was the originator of [MASK],3,,0.9781492752691445
20319,P50,Who is the author responsible for [MASK]?,3,,0.987807738945131
20868,P50,Who is the creator of From blood-brain barrier to blood-brain interface: new opportunities for CNS drug delivery?,3,,1.0641292646165779
20491,P50,Who authored A novel influenza A virus mitochondrial protein that induces cell death?,3,,1.0113547543862853
20325,P50,Who was the author of [MASK]?,3,,1.0103639379445095
20866,P50,"Who is the creator of Buruli Ulcer, a Prototype for Ecosystem-Related Infection, Caused by Mycobacterium ulcerans?",3,,1.022786151652895
20854,P50,Who is the author of the study A comparison of immediate angioplasty with thrombolytic therapy for acute myocardial infarction? The Primary Angioplasty in Myocardial Infarction Study Group?,3,,1.0183541361330446
20372,P50,Who originated [MASK]?,3,,1.045920441601832
20375,P50,Who produced [MASK]?,3,,0.9828119395073719
20316,P50,Who is responsible for the authorship of [MASK]?,3,,1.0835785076355318
20306,P50,What person composed [MASK]?,3,,1.0407600372732444
20350,P50,Who is attributed as the author of [MASK]?,3,,1.04129240779022
20321,P50,Who is the penman of [MASK]?,3,,0.9601474705589842
20346,P50,Who created the book [MASK]?,3,,1.0064076060181002
20328,P50,To whom is [MASK] attributed?,3,,0.9451926736327277
20331,P50,What individual composed [MASK]?,3,,1.006332376385527
20332,P50,What individual created [MASK]?,3,,0.921343520834451
20493,P50,"Who authored Arterial and Cardiac Aging: Major Shareholders in Cardiovascular Disease Enterprises: Part I: Aging Arteries: A ""Set Up"" for Vascular Disease?",3,,1.0779156719428633
20408,P50,What individual is responsible for [MASK]?,3,,0.9457552176037626
20550,P50,Who composed From blood-brain barrier to blood-brain interface: new opportunities for CNS drug delivery?,3,,1.0169126867522633
20777,P50,Who is responsible for the Prospective study of heart rate variability and mortality in chronic heart failure: results of the United Kingdom heart failure evaluation and assessment of risk trial (UK-heart)?,3,,1.0889281871517051
20835,P50,Who is the author of the A taxonomy of behavior change techniques used in interventions?,2,,0.9800678175508962
20679,P50,Who is attributed for the paper Hereditary pancreatitis and the risk of pancreatic cancer from the International Hereditary Pancreatitis Study Group?,2,,1.0079349588231843
20677,P50,Who is attributed as the creator of Sifting the Evidence-what's wrong with significance tests?,2,,1.042208539488976
20434,P50,What is the identity of the person who composed Human Induced Pluripotent Stem Cells as a Platform for Personalized and Precision Cardiovascular Medicine?,2,,1.0268381097044557
