,p,template,fact_id,effect_gold,effect_top
928,P119,What is the final resting place of [MASK]?,259,,1.0368684723634083
1247,P119,What is the address of [MASK]'s burial site?,186,,0.9945888864890261
1270,P119,What is the current location of [MASK]'s grave?,158,,0.9507066398414287
1153,P119,Where was [MASK]'s body laid to rest?,129,,1.0337421461916991
1493,P119,Where has [MASK]'s remains been laid to rest?,98,,1.0281447452561359
933,P119,Where is the grave of [MASK]?,79,,0.9750593000683807
1087,P119,What is [MASK]'s burial location?,73,,1.010737249517505
952,P119,What is the burial place of [MASK]?,46,,1.0363007980392689
934,P119,Where was [MASK] interred?,42,,1.0493388397795747
936,P119,Where has [MASK] been interred?,40,,1.0264702479728163
938,P119,What is the grave site of [MASK]?,40,,0.9668083080207655
937,P119,What is the cemetery where [MASK] is buried?,37,,0.9898385848638867
939,P119,Where did [MASK] get laid to rest?,32,,0.9931884378647158
940,P119,Where is [MASK] interred?,31,,1.0048484666393012
945,P119,What is the burial ground of [MASK]?,28,,1.037948879733744
942,P119,Where was [MASK] buried?,28,,1.0231465199651015
963,P119,What cemetery is [MASK] interred in?,23,,1.0084830695499192
949,P119,Where did [MASK] receive his last rites?,22,,0.902500210104429
943,P119,Where has [MASK] been buried?,22,,1.0219501043882013
960,P119,In which graveyard is [MASK] buried?,22,,0.9917998565271806
957,P119,What is the burial spot of [MASK]?,22,,0.9788990934786493
951,P119,Where did [MASK] take his last breath?,22,,0.9034996301929678
950,P119,What is the last resting place of [MASK]?,21,,1.025163449656817
944,P119,Where is the final resting place of [MASK]?,21,0.9572001626602974,1.0511253704254726
953,P119,What is the cemetery of [MASK]?,21,,0.9910371864847252
956,P119,Where did [MASK] lay to rest?,20,,1.06974132956274
958,P119,What is the cemetery where [MASK] is interred?,17,,0.9819937354373642
970,P119,What is the memorial site of [MASK]?,17,,0.9480829855073625
954,P119,Where is the tomb of [MASK]?,17,,0.9670072343907333
977,P119,What cemetery holds [MASK]'s remains?,14,,0.9956992279737571
976,P119,In which cemetery is [MASK] buried?,14,,1.0180071458235167
965,P119,Where is [MASK]'s grave located?,14,,1.0036534355718494
962,P119,Where did [MASK] find his final resting place?,14,1.026409166905701,1.0182819891727148
967,P119,What is the final resting spot of [MASK]?,13,,1.014866511208556
973,P119,What is the cemetery where [MASK] was laid to rest?,13,,0.9981511870387128
983,P119,In which cemetery was [MASK] laid to rest?,13,,1.027678801346218
1037,P119,Where does [MASK] lie?,12,,0.9467805294162887
995,P119,Where did [MASK] receive his final interment?,12,,1.0253293400244854
982,P119,Where did [MASK]'s remains come to rest?,12,,0.9851113467093887
966,P119,In which cemetery is [MASK] interred?,11,,1.0077268737007765
991,P119,What is [MASK]'s final resting place?,11,,1.0089852051699595
1007,P119,What is the place of interment for [MASK]?,11,,0.9747346501988112
986,P119,Where did [MASK] find his eternal rest?,10,,0.9407575100063014
972,P119,What cemetery holds the remains of [MASK]?,10,,1.0228419968883475
990,P119,What cemetery is [MASK] buried in?,10,,1.0032084008153785
1011,P119,What is the tomb of [MASK]?,10,,0.9234466931165862
974,P119,Where can one find the grave of [MASK]?,10,,0.931169784151113
1006,P119,What is the place of [MASK]'s interment?,10,,1.0237747154648509
1015,P119,Where did [MASK] receive his final resting place?,9,,0.9741555072132972
975,P119,Where is [MASK]'s final resting place?,9,,1.027344411753537
997,P119,Where is [MASK]'s burial site?,9,,0.9591874692946976
994,P119,Where did [MASK] get interred?,9,,0.9872355927981145
1001,P119,In what graveyard is [MASK] buried?,8,,1.0063111233236963
1009,P119,What is the site of [MASK]'s interment?,8,,1.0369172195835126
1014,P119,Where did [MASK] receive a burial?,8,,0.9817501648639777
981,P119,Where did [MASK] get buried?,8,0.9009366256564667,0.9714714474215498
1016,P119,Where did [MASK] spend eternity?,8,,0.9106538731467828
1027,P119,What is the graveyard of [MASK]?,7,,0.9753417674441928
1021,P119,In which graveyard is [MASK] interred?,7,,1.0288785535583258
1017,P119,Where did [MASK]'s body come to rest?,7,,0.9780457498332089
1019,P119,Where is the last resting place of [MASK]?,7,,1.0085005414930974
1034,P119,Where did [MASK] receive his final burial?,7,,1.0118114766186916
1010,P119,What is the spot where [MASK] was laid to rest?,7,,0.9680582202175774
998,P119,Where is [MASK]'s tomb?,7,,0.997689237359463
984,P119,What is the grave of [MASK] located?,7,0.9464077644879523,1.016771314324312
987,P119,Where is [MASK] entombed?,7,1.0197240686958107,0.9849562781255512
988,P119,Where is [MASK]'s grave situated?,7,0.9516270857716512,0.9160982477559657
989,P119,Where is the burial site of [MASK]?,7,,0.9757138809372966
1029,P119,What is the location of [MASK]'s interment?,7,,1.0041947194010874
999,P119,Where was [MASK] put to rest?,7,,0.9686428076615549
1054,P119,What is the place where [MASK] is buried?,6,,1.0264572630684992
993,P119,Where can [MASK]'s grave be found?,6,,0.9424620688013684
1072,P119,Where is the burial plot of [MASK]?,6,,0.9475688798220601
996,P119,Where has [MASK] been entombed?,6,,0.9743876858997252
1066,P119,Where does [MASK] now rest?,6,,0.9726718539883764
1004,P119,What cemetery is [MASK] laid to rest in?,6,,1.012429984398082
1068,P119,Where is [MASK] buried?,5,,0.9609864300377662
1023,P119,In which graveyard was [MASK] laid to rest?,5,,0.9473385590484422
1020,P119,In what location is [MASK] interred?,5,,0.9985533052788966
1041,P119,In what place is [MASK] interred?,5,,0.9821192018811493
1028,P119,What is the graveyard where [MASK] is interred?,5,,0.9521213680343946
1035,P119,Where did [MASK] receive his final rites?,5,,0.9500413350875123
1032,P119,Where did [MASK] have his final resting place?,4,,1.0536321323691902
1074,P119,Where was [MASK] entombed?,4,,0.9851826781798314
1071,P119,Where is the burial place of [MASK]?,4,,1.0348212640887704
1049,P119,What is the final destination of [MASK]?,4,,0.9236789475557187
1043,P119,What is the address of [MASK]'s grave?,4,,0.8815599875121568
1112,P119,What location was chosen for the burial of [MASK]?,4,,0.9876479013705627
1024,P119,What is [MASK]'s burial site?,4,,0.9229149247819629
1055,P119,What is the spot where [MASK] is buried?,4,,0.9342368002461785
1134,P119,Where did [MASK]'s remains end up?,4,,0.9854130959636771
1314,P119,What is the last place of repose for [MASK]?,3,,0.9298021198714879
1084,P119,What cemetery holds the grave of [MASK]?,3,,0.9734368562541676
1110,P119,What is the spot where [MASK] is interred?,3,,1.0147177340278972
1117,P119,Where can one find [MASK]'s grave?,3,,0.8989164714552142
1118,P119,Where can one find the burial of [MASK]?,3,,0.924214995680682
1107,P119,What is the place where [MASK] is laid to rest?,3,,0.9948510439495934
1102,P119,What is the place of [MASK]'s entombment?,3,,0.9925531174174301
1095,P119,What is the graveyard where [MASK] was buried?,3,,0.89401353430401
1145,P119,Where is the burial location of [MASK]?,3,,1.0173249464988965
1124,P119,Where did [MASK] find his final repose?,3,,0.9717993283173381
1078,P119,In what place is [MASK] buried?,3,,1.027431434801082
1069,P119,Where is [MASK]'s burial plot?,3,0.9014933254846528,1.02670044398105
1059,P119,Where did [MASK] pass away?,3,,0.9348537275150596
1148,P119,Where is the sepulchre of [MASK]?,3,,0.9723160793592727
1080,P119,In what spot is [MASK] buried?,3,,0.9933213200489371
1039,P119,In what cemetery was [MASK] interred?,3,,1.0180476070218172
1040,P119,In what place has [MASK] been buried?,3,,0.9359034252280595
1042,P119,What cemetery contains the remains of [MASK]?,3,,0.9953822601977871
1056,P119,Where did [MASK] find his last resting place?,3,,1.0746205351677813
1057,P119,Where did [MASK] have his last rites?,3,,0.8875102270318168
1076,P119,Can you tell me where [MASK] is interred?,3,,0.9624402092455515
1058,P119,Where did [MASK] have his remains interred?,3,,1.0118175804773673
1082,P119,What cemetery contains [MASK]'s grave?,3,,1.0237606432392812
1064,P119,Where do [MASK]'s remains lie?,3,,0.9709163554685901
1061,P119,Where did [MASK] receive his eternal rest?,3,,0.9760723132055967
1160,P119,Can you tell me where [MASK] is buried?,2,,0.9465321389331837
1205,P119,Is there a burial place for [MASK]?,2,,0.9480092701750134
1155,P119,Where was the body of [MASK] laid to rest?,2,,1.11129026174838
1193,P119,In what spot is [MASK] interred?,2,,0.9918899225505686
