,p,template,fact_id,effect_gold,effect_top
11933,P17,What is the nation of [MASK] a part of?,86,,1.0248549057394427
11711,P17,To which country does [MASK] belong?,76,0.9858843581017274,1.0144105893299509
12535,P17,What nation is the home of [MASK]s?,71,,1.0063894878352713
12719,P17,Which sovereign nation does the [MASK] belong to?,69,,1.003179015118918
11719,P17,What is the home country of [MASK]?,55,1.0268441766662755,1.037002662485409
11714,P17,To which state does [MASK] belong?,45,0.9323247815920349,0.9798858874178943
12429,P17,What is the national origin of the [MASK]?,44,,0.9450913728812341
11712,P17,What is the homeland of [MASK]?,43,1.0697940562169457,0.9838613098102211
11717,P17,To what nation does [MASK] belong?,37,,1.0153950602447577
11720,P17,To what country does [MASK] belong?,33,1.0330551827144092,1.0120713241575814
11715,P17,What is the nationality of [MASK]?,32,0.9563907969146479,0.9101151621189352
11734,P17,In what country is [MASK] located?,30,1.0252427451878572,1.0442178232227282
11721,P17,In which country is [MASK] located?,29,,1.033393162082534
11718,P17,In which country is [MASK] situated?,28,,1.0619793618166584
11733,P17,What country is [MASK] a part of?,27,1.0185262407584537,1.0124873872609332
11729,P17,In which nation is [MASK] situated?,27,1.0279181367305417,1.0595704732655118
11725,P17,In what country is [MASK] situated?,27,,1.035053766978083
11728,P17,What is the nation that [MASK] is part of?,25,,0.9928602735866336
12394,P17,What is the nation of [MASK] associated with?,25,,1.0125004216876963
11731,P17,In which nation is [MASK] located?,24,,1.0414649095330013
11727,P17,To which nation does [MASK] pertain?,23,0.977318498454575,1.0106235528249
11732,P17,To what state does [MASK] belong?,22,0.9121644808868793,0.9430486354209232
11724,P17,Where is [MASK] situated?,21,0.8484822627439822,0.8588935872530482
11741,P17,What state is [MASK] a part of?,20,,0.9548788690256007
11739,P17,What is the sovereign state of [MASK]?,19,,0.9491876519939045
11754,P17,What nation is [MASK] located in?,18,,1.0323801227204936
11730,P17,Where is [MASK] located?,18,0.8480899460034539,0.8573522064099068
11745,P17,In what nation is [MASK] situated?,17,1.0438091578992914,1.0404501472639356
11766,P17,What state is [MASK] in?,16,,0.9593687864040307
11735,P17,To which country does [MASK] pertain?,15,1.0298006844256309,1.0053476061283309
12420,P17,What is the nation that the [MASK] resides in?,14,,1.04048834241873
12358,P17,What is the country that the [MASK] resides in?,13,,1.0086798127584318
11771,P17,To which nation is [MASK] a part of?,12,,1.030172301593347
12359,P17,What is the country the [MASK] is part of?,12,0.9913892961738472,0.9821913009669717
11773,P17,What country is [MASK] associated with?,11,,1.060298254448034
11769,P17,To what country does the [MASK] pertain?,9,1.0172743027742968,1.0097324649619996
11791,P17,Where is the [MASK] based?,9,0.8991911378612458,0.893502361920285
11784,P17,What nation encompasses [MASK]?,9,,1.0353611111445342
11746,P17,In which nation does [MASK] reside?,8,,1.0223662900459107
