,p,template,fact_id,effect_gold,effect_top
24709,P937,Where is [MASK] employed?,244,,0.9697354084219267
24777,P937,What is the site of [MASK]'s job?,159,,0.9802514863330318
24885,P937,What is [MASK]'s job position?,127,,1.0268039628769885
24712,P937,What is [MASK]'s place of employment?,107,,1.0049972368862692
25216,P937,What is the main occupation of [MASK]?,96,,0.9992269805022874
24714,P937,What is [MASK]'s occupation?,84,,1.0090578342433558
25253,P937,What is the role of [MASK] in the workplace?,71,,1.020028577125371
24798,P937,What is the nature of [MASK]'s employment?,70,,1.0066105415824194
24717,P937,What is [MASK]'s place of work?,56,,0.9938287119242231
24803,P937,What is the work setting of [MASK]?,54,,0.9512334574275582
24716,P937,What is [MASK]'s line of work?,54,,0.976371497894162
24718,P937,What is [MASK]'s profession?,38,,1.069276745780224
24719,P937,What is the profession of [MASK]?,35,,1.0028570257084521
24721,P937,What is the source of [MASK]'s income?,35,,0.9192300704236168
24720,P937,What company does [MASK] work for?,33,,0.9627351954805444
24722,P937,In what capacity does [MASK] work?,26,0.8925635053975892,1.0205711034795304
25274,P937,What is the work position of [MASK]?,25,,0.9644310481726049
24738,P937,What kind of job does [MASK] have?,25,,1.0065004370954538
24724,P937,Where does [MASK] labor?,25,1.0486817670591109,0.9217537043526898
24725,P937,Where does [MASK] make a living?,22,0.9899609725647015,0.9329437645991732
24726,P937,What is [MASK]'s workplace?,22,0.9071429736058153,0.9876928063994885
24728,P937,What kind of work does [MASK] do?,19,,0.9970639771885818
24743,P937,What job does [MASK] do?,18,,1.0529770733860784
24731,P937,In what capacity is [MASK] employed?,17,,0.8961382860182742
24733,P937,What line of work is [MASK] in?,17,,0.9985424101305611
24730,P937,In what capacity does [MASK] labor?,16,0.9037896897890038,1.0027061983221275
24732,P937,What does [MASK] do for a living?,15,0.9358818741216701,0.9851716129647786
24739,P937,What is the career of [MASK]?,14,,0.9560559752692608
24736,P937,Where does [MASK] make his living?,14,,0.9210281525478726
24744,P937,What is the location of [MASK]'s job?,13,,0.9592380438880908
24755,P937,What is the professional role of [MASK]?,11,,1.0681661169966432
24778,P937,What job does [MASK] hold?,10,,1.0520185005814473
