,p,template,fact_id,effect_gold,effect_top
3866,P1365,What entity did the [MASK] supplant?,165,,1.03035333728668
3702,P1365,What journal did [MASK] take the place of?,163,,1.0391033949611914
3811,P1365,What did [MASK] supersede with?,163,,1.014166849801431
3660,P1365,What did [MASK] come to substitute for?,150,,0.9746246690805875
3867,P1365,What entity was supplanted by [MASK]?,118,,1.0145129501296586
3758,P1365,What city was replaced by [MASK]?,85,,1.0236921737936426
4050,P1365,What publication was superseded by [MASK]?,80,,1.0214085537763153
3515,P1365,What did [MASK] switch out?,59,,0.9362745534170414
3519,P1365,What had [MASK] taken the place of?,43,,1.0222132194630613
3518,P1365,What was substituted by [MASK]?,41,,0.9480528870866477
3523,P1365,What was [MASK] substituted for?,37,,1.0477563316316194
3994,P1365,What journal had [MASK] replaced?,32,,1.0224267179867976
3535,P1365,What had [MASK] supplanted?,31,,1.0194837187680619
3794,P1365,What did [MASK] replace in the sequence?,28,,1.0306774227555326
3520,P1365,What took the place of [MASK]?,27,0.9693601346740406,1.0288353884477968
3527,P1365,What had [MASK] superseded?,25,,1.0213705893185032
3529,P1365,What did [MASK] exchange?,25,,0.908082186708101
3525,P1365,What did [MASK] displace?,25,,0.987120091767418
4022,P1365,What position did [MASK] take over?,23,,0.9535994081136255
3534,P1365,What did [MASK] replace with?,22,0.959826067106576,0.9688094944667569
3546,P1365,What was the [MASK] a replacement for?,22,,1.0135889554040673
3910,P1365,What had been substituted for the [MASK]?,20,,0.9942830772045497
3524,P1365,What did [MASK] come in lieu of?,19,0.9941272650551581,1.0046772333617309
3528,P1365,What was [MASK]'s predecessor?,19,,0.9995252668582457
3543,P1365,What did the [MASK] succeed?,17,,0.9012605436692551
3533,P1365,What was the predecessor of [MASK]?,17,,0.9769311812173482
3553,P1365,What was exchanged for [MASK]?,16,,0.9554422207925152
3547,P1365,What was the [MASK] a substitute for?,15,,0.9936867880555579
3532,P1365,What was displaced by [MASK]?,15,,0.979622669705541
3581,P1365,What was [MASK] swapped out for?,15,,1.02547662171989
3539,P1365,What did [MASK] come in place of?,14,,1.0126844606606171
3561,P1365,What was changed by [MASK]?,14,,0.9050361751743745
3537,P1365,What did [MASK] stand in for?,14,,0.9398318918149708
3530,P1365,What did [MASK] take the spot of?,13,,1.0172339051411055
3540,P1365,What did [MASK] come to replace?,11,,1.0184929273587586
3587,P1365,What came before [MASK]?,9,,1.005787058089716
3577,P1365,What has taken the place of [MASK]?,9,,1.048396353536838
3641,P1365,What was [MASK] put in place of?,9,,1.045662812016846
3602,P1365,What was [MASK] replaced with?,9,0.9226116640611564,0.9827577435326939
3631,P1365,What has been supplanted by [MASK]?,9,,1.018208258641765
3549,P1365,What did the [MASK] come after?,9,,0.9421051101130755
3552,P1365,What was [MASK]'s substitution?,9,,0.8945726978466051
3586,P1365,What was the former name of [MASK]?,8,0.9120628861478435,0.9530900085042276
3557,P1365,What did [MASK] switch with?,8,,0.9909187042633218
3607,P1365,What was supplanted in lieu of [MASK]?,8,,0.9798157402709815
3617,P1365,What did [MASK] put in the place of something else?,7,,0.8997885916270848
3637,P1365,What replaced the [MASK]?,7,,0.9710620883812096
3636,P1365,What preceded the [MASK]?,7,,0.9994647668368545
3555,P1365,What did [MASK] replace with something else?,7,0.890479567623406,0.9096083675135791
3620,P1365,What did [MASK] switch for?,7,,0.941333896586512
3554,P1365,What did [MASK] replace in its stead?,7,0.918167039259328,1.0241242606531453
3579,P1365,What was [MASK] replacing?,7,,1.0507493430672816
3594,P1365,What had been displaced by [MASK]?,6,,0.9594648200505788
3609,P1365,What was switched out by [MASK]?,6,,0.8986076379843638
3598,P1365,What has been replaced by [MASK]?,6,,0.9992550758131705
3642,P1365,What was [MASK] put in the stead of?,6,,0.978221421069502
3614,P1365,What did [MASK] change to?,5,0.9219739482027064,0.9663642976979212
3708,P1365,What was [MASK] changed to?,5,,1.0302761975140715
3671,P1365,What did [MASK] substitute in place of something else?,5,,0.9766606926828951
3572,P1365,What did [MASK] come in for?,5,0.8831156794813936,0.8837506380989308
3575,P1365,What did [MASK] take the position of?,5,0.9160811718745794,0.8976075606651023
3583,P1365,What was changed out for [MASK]?,5,,0.9233586916717995
3584,P1365,What was substituted in place of [MASK]?,5,0.933607834671553,1.1220195499797305
3588,P1365,What did [MASK] come in the stead of?,5,,1.0026286339644357
3632,P1365,What has superseded [MASK]?,5,,0.9575014176647383
3630,P1365,What has been substituted for [MASK]?,5,,1.0085413758346107
3606,P1365,What was [MASK]'s substitute?,5,,0.9392982156217696
3603,P1365,What was [MASK] substituted with?,5,,1.0124931227642808
3608,P1365,What was swapped out by [MASK]?,4,0.8890362273578324,0.9164198987271954
3680,P1365,What did [MASK] take the stead of?,4,,1.019690709805427
3679,P1365,What did [MASK] switch to?,4,,0.953209448581751
3731,P1365,Who did [MASK] supplant?,4,,1.044864459931021
3621,P1365,What did [MASK] take the role of?,4,,0.9181199312310672
3649,P1365,What was the alternative to [MASK]?,4,0.994875241089769,1.0329694046118898
3695,P1365,What had been exchanged for [MASK]?,4,,0.89445185085317
3647,P1365,What was the [MASK] a stand-in for?,4,,0.9628429003708646
3605,P1365,What was [MASK]'s replacement?,4,,0.8905326282600854
3664,P1365,What did [MASK] exchange for something else?,4,,0.9972529044702709
3601,P1365,What was [MASK] formerly known as?,4,0.9815832804512867,0.9953311559035747
3639,P1365,What was [MASK] brought in to replace?,4,,1.10089001134379
3644,P1365,What was [MASK] switched out for?,4,,0.9415385210558904
3652,P1365,Who did [MASK] replace?,4,,0.9701548530379964
4303,P1365,Who or what was [MASK] replaced by?,3,,1.0333270386941227
