,p,template,fact_id,effect_gold,effect_top
11071,P159,What is the location of [MASK]' headquarters?,182,,0.9616530086827438
11005,P159,What is the home office of [MASK]?,160,,0.9963904015093327
10935,P159,What is the geographical location of [MASK]?,147,,1.0098719085999768
11246,P159,What city is the address of [MASK]?,105,,0.9438895549300428
10877,P159,In what city is [MASK] based?,76,,1.0370766963096092
10866,P159,Where is [MASK] based?,71,,1.0250363999877836
10868,P159,Where is [MASK] situated?,68,0.9291383919209442,0.9969454790012205
11617,P159,Where is the [MASK]' home?,59,,1.0218720380331237
10870,P159,In which city is [MASK] based?,51,,1.0283431710569648
10891,P159,In what city is [MASK] located?,49,1.099101165935307,1.0361075458452678
10879,P159,Where is the main office of [MASK]?,48,1.0132011107380703,1.00900896030171
10874,P159,Where is [MASK] located?,44,,1.0252284175587216
11417,P159,What is the main base of operations for [MASK]?,42,,0.9681271349244078
11631,P159,Where is the business headquarters of [MASK]?,40,0.9944936377927664,0.9980873338561104
11253,P159,What city is the home base of [MASK]?,39,,0.9302200728005048
10889,P159,Where is the main campus of [MASK]?,37,,0.9756302616379744
10896,P159,Where does [MASK] have its headquarters?,31,,0.9920941234434262
11322,P159,What is the city of [MASK]'s origin?,30,,0.9197326982947575
10890,P159,In which city is [MASK] located?,29,,1.017325263585781
10886,P159,What is the domicile of [MASK]?,27,0.9595233526722639,1.0228393646438356
10913,P159,What is the primary residence of [MASK]?,26,,0.9293355047645928
10899,P159,Where does [MASK] call home?,24,1.0042865359775741,1.0069371810593188
11411,P159,What is the location of the main office of [MASK]?,23,,0.9781369446211348
10904,P159,In what city is [MASK] situated?,22,,1.0284798538767828
10897,P159,What city is home to [MASK]?,22,1.3657395528009075,1.0197254582115607
10909,P159,Where is the base of operations for [MASK]?,20,,1.0171900215341303
10910,P159,What city houses [MASK]?,19,1.7553509608479765,0.9791903679154563
10943,P159,What is the main site of [MASK]?,19,0.9705210346739449,0.9740848541312753
10901,P159,Where does [MASK] have its main office?,19,0.9683229168203146,0.9728262874248391
10905,P159,In which city is [MASK] situated?,17,1.0911610983254778,1.0526435945455674
11252,P159,What city is the headquarters of the [MASK] in?,15,,1.0009832549720108
10921,P159,Where is the [MASK] headquartered?,15,1.0188973926373002,1.0079455445080925
10949,P159,Where is the base of [MASK]?,13,1.1768109944025382,0.9964000078662228
10926,P159,What is the main city of [MASK]?,13,1.3146889751973263,0.9885737587008724
10923,P159,In what location is [MASK] based?,13,0.9399412527907292,1.0317192202708227
10946,P159,Where can [MASK] be found?,12,0.9139245926392112,0.9839060815538478
10936,P159,What is the home base for [MASK]?,12,,0.9682908148203405
10969,P159,What is the address of the [MASK] headquarters?,11,,0.9152344254429248
10944,P159,What is the seat of [MASK]?,11,1.3290224074341612,0.9968060331042633
10930,P159,In what city is [MASK] headquartered?,11,,0.9851392745862445
10948,P159,Where is [MASK] domiciled?,11,0.9259606687285018,1.0319310700949662
10971,P159,What is the city of [MASK]'s headquarters?,10,,0.9490465583763255
10972,P159,What is the head office of [MASK]?,10,,0.9902415922411201
10977,P159,What is the primary city of [MASK]?,10,1.271403315110201,0.9883558347547936
10961,P159,Where is the head office of [MASK]?,10,1.1698210087646574,1.0422551632226178
10955,P159,In which city is [MASK] headquartered?,9,0.9734728684395451,1.010127643483538
10953,P159,Where is the seat of [MASK]?,9,1.0654662263038883,1.0220246703554505
10964,P159,In what city does [MASK] have its headquarters?,9,,1.0098281428137637
10938,P159,What is the hometown of [MASK]?,9,1.1896935566555262,1.0132330626770234
10952,P159,Where is the primary office of [MASK]?,8,,1.0485375785153968
10941,P159,What is the main headquarters of the [MASK]?,8,0.9483750713359099,1.0144431900681914
10928,P159,Where is the [MASK] based out of?,7,0.9391762379804411,0.9997209260761896
11017,P159,Where does [MASK] have its base?,7,,0.9746876338459248
11008,P159,What is the main hub of [MASK]?,7,,0.9177438683245678
10963,P159,Where is the primary site of [MASK]?,7,,1.0607109804072967
11049,P159,What is the center of operations for the [MASK]?,6,,0.9774650611335044
11055,P159,What is the city where [MASK] is based?,6,,1.0635932300965742
11025,P159,Where is the administrative center of [MASK]?,6,,1.014845256825112
11112,P159,Where is the base for [MASK]?,6,,1.0113744281516144
11001,P159,What is the city that houses [MASK]?,6,,1.0029513953058564
10989,P159,Where is the primary location of [MASK]?,6,1.0128588694668015,1.024823073916999
11006,P159,What is the location of [MASK]'s home base?,6,0.9335629975847887,1.0112795183394505
10967,P159,What city hosts [MASK]?,6,1.3938815006419747,0.990008002896222
10982,P159,Where is the [MASK] centered?,6,1.0122243699775326,1.031316231024553
11003,P159,What is the headquarters for the [MASK]?,6,,0.9637048997160629
11012,P159,What is the place of residence of [MASK]?,5,0.9116726455480751,0.9921190276542291
11058,P159,What is the geographic center of [MASK]?,5,,0.8651517695060473
10983,P159,Where is the central office of [MASK]?,5,,1.0615862898373916
10996,P159,What is the central location of the [MASK]?,5,1.2441515760924622,1.0236091153773819
11240,P159,What city is the [MASK] base of operations?,5,,0.9867583021563942
10986,P159,Where is the main location of [MASK]?,5,1.0222645834090822,0.972518856917542
11114,P159,Where is the center of operations of [MASK]?,5,,1.0039549696952674
11019,P159,Where does [MASK] originate from?,5,,0.968786278305882
11075,P159,What is the main campus of [MASK]?,5,,0.9169676458015676
11126,P159,Where is the principal office of [MASK] located?,4,0.9938813729948657,1.0261258951216985
11072,P159,What is the location of [MASK]'s corporate office?,4,,0.9316794033608213
11123,P159,Where is the main hub of the [MASK]?,4,1.5801937550622775,1.0324173527725302
10973,P159,What is the home city for [MASK]?,4,1.0725487935770504,1.057507628930456
11233,P159,What city is [MASK]'s home base?,4,,1.0151856928319722
11122,P159,Where is the home office of [MASK] located?,4,,1.0195612291464795
11087,P159,What is the primary site of [MASK]?,4,,0.9675130798012923
11061,P159,What is the geographic location of the [MASK]?,4,,0.9317884929833813
11105,P159,Where is [MASK]'s center of operations?,4,0.9962221547195322,0.9668884725017237
11011,P159,What is the physical location of [MASK]?,4,,0.9953348224546871
11282,P159,What is the address of [MASK]'s corporate office?,4,,0.9255616852618301
11032,P159,Where is the primary campus of [MASK]?,4,,0.9159915131805447
11015,P159,What is the principal office of [MASK]?,4,0.9485591361260234,1.0381483659832076
11020,P159,Where is [MASK]'s corporate office located?,4,,1.0448611345228729
11022,P159,Where is [MASK]'s home base?,4,,0.9890176407874985
11023,P159,Where is [MASK]'s home office?,4,,1.0012907857480904
11024,P159,Where is home to [MASK]?,4,,0.9752851914744793
11096,P159,Where does [MASK] primarily operate from?,4,0.9532676594856015,1.0481897000958817
11040,P159,In which city is the headquarters of [MASK] situated?,4,,0.9997713167824597
11351,P159,What is the exact site of [MASK]'s headquarters?,4,,0.9880527125014275
11044,P159,What city is home to [MASK]'s headquarters?,4,,1.0312657361027608
10991,P159,What city does [MASK] call home?,4,,0.9910407235821177
11102,P159,Where is [MASK] centralized?,3,,1.0683776441023054
11472,P159,What is the principal place of [MASK]?,3,,0.9227137643017075
11171,P159,In what location is [MASK] located?,3,0.9401589691935125,1.0192605751309745
11153,P159,In what city is the [MASK]'s headquarters located?,3,1.0695516641739238,1.0799801505177324
11288,P159,What is the address of [MASK]'s main offices?,3,,0.9635566530754248
11542,P159,Where does [MASK] have its corporate offices?,3,,0.9648664601684039
11584,P159,Where is [MASK]'s base of operations?,3,0.9776494417049845,1.0548838594665515
11115,P159,Where is the corporate office of [MASK]?,3,,1.0374447636816402
11491,P159,What metropolitan area is [MASK] in?,3,,0.9982479634356292
11110,P159,Where is the [MASK] situated geographically?,3,,0.9853825342853771
11107,P159,Where is [MASK]'s primary office?,3,,1.0451185100344125
11128,P159,Which city houses [MASK]?,3,,1.0362884652945041
11291,P159,What is the address of the [MASK] main office?,3,,0.9825603057753982
11000,P159,What is the city that [MASK] calls home?,3,1.172196073811861,1.0214715517100939
10990,P159,In what area is [MASK] based?,3,0.9200751031122953,1.0360483414512744
