,p,template,fact_id,effect_gold,effect_top
23796,P740,What was the place of origin for [MASK]?,256,,0.9381115523596253
23959,P740,What location was the birthplace of [MASK]?,240,,1.0356151513215661
24006,P740,Where did the [MASK] originate from?,115,,1.0467471552200507
23757,P740,What was the starting point of [MASK]?,98,,0.9435317774328656
24320,P740,What is the source of [MASK]'s founding?,97,,0.9246546118309686
24682,P740,Where was the [MASK] first established?,53,,1.048281467582706
23882,P740,What is the origin point of [MASK]?,48,,0.9831902743531069
23987,P740,What was the source of the [MASK]'s formation?,47,,0.9106085313602238
24346,P740,What location was the foundation of [MASK]?,38,,0.9375790015333315
23765,P740,In what location did [MASK] originate?,34,1.017891140303451,1.0258818760967
23864,P740,What was the site of the formation of the [MASK]?,34,,0.966832511257712
23769,P740,In what location was [MASK] established?,32,,1.0110097349934446
24007,P740,Where did the [MASK] start?,31,,0.9970881160870645
23966,P740,What was the formation location of [MASK]?,28,,1.0580428139530555
23775,P740,From where did [MASK] emerge?,25,,0.9651561557149435
24350,P740,What nation is the birthplace of [MASK]?,23,,1.032098883812999
24568,P740,When and where did [MASK] come into being?,22,,0.9696244181309673
23808,P740,What was the point of origin for the [MASK]?,21,,0.9487268809149851
23778,P740,Where was [MASK] created?,19,,1.0243803829684115
23810,P740,Where did [MASK] come into existence?,18,,0.9632863975343121
23795,P740,What was the original location of [MASK]?,18,,1.0177680205344444
23797,P740,Where did [MASK] begin?,17,,1.0085208174393785
23780,P740,Where was [MASK] founded?,17,1.1175130480549782,1.0166060721164216
23784,P740,Where was [MASK] formed?,17,,1.0103882402670832
23805,P740,What is the genesis of [MASK]?,16,0.8939008052475707,0.9143864578302423
23831,P740,What was the beginning point of [MASK]?,14,,0.9429337837290265
24512,P740,What was the place of formation for the [MASK]?,14,,0.977327300744039
23817,P740,What was the founding place of [MASK]?,14,,1.0211122744674481
23787,P740,Where did [MASK] come together?,14,,0.9758526926052643
23792,P740,From which place did [MASK] originate?,13,,1.0208381297128912
23804,P740,In what place did [MASK] originate?,12,,1.0815370964630617
23820,P740,Where did [MASK] come from?,11,,1.0047140759478401
23785,P740,From what place did [MASK] originate?,11,,1.0761162284350734
23828,P740,What is the foundation of the [MASK]?,11,,0.9954212703857966
23793,P740,What was [MASK]'s point of origin?,11,,0.9691660995613826
23813,P740,In what location was [MASK] created?,10,,0.9946637071068617
23850,P740,What is the founding location of [MASK]?,10,,1.0021857075907423
23806,P740,What is the provenance of [MASK]?,10,,0.9333656916859768
23832,P740,What was the founding site of [MASK]?,10,,1.0639879308400753
23824,P740,In what place was [MASK] created?,9,,1.0552763590027683
23827,P740,What city did [MASK] form in?,9,,1.0186762544663972
23809,P740,What was the starting place of [MASK]?,9,,1.0602453403409937
23799,P740,Where did the formation of [MASK] take place?,9,,0.9943248876711271
23791,P740,From what location did [MASK] originate?,9,,1.0427245071804299
23825,P740,In what place was [MASK] established?,8,,1.0435963808804885
23819,P740,What was the starting point for the [MASK]?,8,,0.985918528788594
23937,P740,What is the formation site of the [MASK]?,8,,1.002064334035933
23802,P740,In what location was [MASK] founded?,8,,0.9402721003831268
23910,P740,In what area was [MASK] formed?,7,,0.964284990537417
23931,P740,What area was [MASK] established in?,7,,0.9776320900989915
23869,P740,From what city did [MASK] originate?,7,,1.0129793183371543
23847,P740,In which location did [MASK] originate?,7,1.0248653659295333,1.109329949014097
23814,P740,What city was [MASK] founded in?,7,1.1693176713230693,1.0192778419170905
23839,P740,Where did [MASK] commence?,7,,0.9606349631745598
23826,P740,In which location was [MASK] established?,6,,0.9979931314884887
23861,P740,What was the original home of [MASK]?,6,0.9816155965350378,1.018615883627213
23823,P740,In what city did [MASK] originate?,6,,1.016274950678801
23982,P740,What was the setting for the formation of [MASK]?,6,,0.9630190765839765
23894,P740,Where did [MASK] have its beginnings?,6,,1.023079027637454
23834,P740,What was the origination point of [MASK]?,6,,0.9882999134714902
23856,P740,What was the locale of [MASK]'s formation?,6,,1.0144407470130579
23957,P740,What is the source of the formation of [MASK]?,6,,0.9266173657212845
23911,P740,In what city did [MASK] come together?,6,,1.0627595733686466
23848,P740,In which place did [MASK] originate?,5,,1.1024776905648506
24014,P740,Where was the formation of [MASK]?,5,,1.0230717784021022
23842,P740,From what city did [MASK] emerge?,5,,1.0607549225196231
23859,P740,What was the origin of [MASK]'s formation?,5,,0.9527368523280864
23923,P740,In what region did [MASK] form?,5,,1.0081569058895696
23922,P740,In what place did the [MASK] form?,5,,0.9805156229839284
23921,P740,In what place did [MASK] come together?,5,,1.0843959398958782
23943,P740,What is the geographic location of [MASK]'s formation?,5,,0.9232160231875277
23970,P740,What was the genesis of the [MASK]?,5,,0.9941394386321507
23849,P740,What area did [MASK] originate from?,5,,1.0836741481115482
23945,P740,What is the home of [MASK]?,5,,0.9016824249106785
23950,P740,What is the place of formation of the [MASK]?,5,,1.054273564787497
23889,P740,What was the location of [MASK]'s origin?,5,0.9393720836273254,1.039076769727314
23881,P740,What is the hometown of [MASK]?,5,0.9837405919842277,1.10640790658157
23955,P740,What is the source of [MASK]'s establishment?,5,,0.9243582395677918
23822,P740,In what area did [MASK] form?,5,1.1010271529003408,0.9837887551300719
24385,P740,What place was the source of [MASK]'s origin?,5,,1.0108185932165945
23873,P740,From which place did the [MASK] emerge?,5,1.1977801920784992,1.0326036410845276
23875,P740,In what location did [MASK] come together?,5,,0.9510330065148411
23880,P740,What is the history of [MASK]?,5,,0.8896695239929405
23872,P740,From which location did [MASK] originate?,4,,1.045689077369622
23853,P740,What is the starting point of the [MASK]?,4,0.9017161861131356,1.0687069987741205
23878,P740,What city was [MASK] formed in?,4,,0.994722791852301
24118,P740,In what place did [MASK] start?,4,,1.0351968682360664
24472,P740,What was the inception point of [MASK]?,4,,0.8899024465943322
24259,P740,What is the country of origin for the [MASK]?,4,,0.9825466538732184
23883,P740,What is the origin story of [MASK]?,4,,0.9782605971266234
23914,P740,In what location did [MASK] come into being?,4,,1.0487064662899672
23897,P740,Where was [MASK] born?,4,,0.9787411502339162
23961,P740,What place was [MASK] formed in?,4,,0.9702274488655376
23900,P740,Where was the origin of [MASK]?,4,,1.049550987084453
23901,P740,From where did [MASK] arise?,4,,1.0256808746266368
23915,P740,In what location did [MASK] form?,4,,1.0977604999586332
24012,P740,Where was [MASK] conceived?,4,,0.9861268254581169
23976,P740,What was the origin city of [MASK]?,3,,1.084122847137449
23870,P740,From which area did [MASK] originate?,3,1.0077958780073606,0.9902080121376341
23983,P740,What was the setting of [MASK]'s formation?,3,,0.9909323157565616
23985,P740,What was the site of the [MASK]'s origin?,3,,1.0461674738567357
23988,P740,What was the source of the establishment of [MASK]?,3,,0.8675567791423284
24003,P740,Where did the [MASK] emerge?,3,,1.0876631925050968
24286,P740,What is the location of the origin of [MASK]?,3,,1.0047249037962416
24268,P740,What is the founding city of [MASK]?,3,,1.0880686019735348
24135,P740,In what region was [MASK] established?,3,,0.9187295641093042
24674,P740,Where was [MASK] set up?,3,,0.9809270679635033
23871,P740,From which city did [MASK] originate?,3,,1.0466292335405596
23975,P740,What was the location of the establishment of [MASK]?,3,,0.9799506876311493
23896,P740,Where did the formation of [MASK] begin?,3,1.4145338232296683,1.0846357171985666
23879,P740,What is the background of [MASK]?,3,,0.9146924908074304
23967,P740,What was the formation point of the [MASK]?,3,,0.9143387326043237
23963,P740,What region gave rise to [MASK]?,3,,0.9197079987838821
23912,P740,In what city was [MASK] created?,3,,1.0976579319639077
23913,P740,In what locale did [MASK] originate?,3,,1.0011130298931212
23960,P740,What place gave rise to [MASK]?,3,,0.9741210490565438
24317,P740,What is the source of [MASK]'s beginnings?,3,,0.8943459010513565
23935,P740,What is the beginning of the [MASK]?,3,,0.8988731631783654
23930,P740,What area gave rise to [MASK]?,3,,0.8882112502723681
23918,P740,In what location did the [MASK] come into existence?,3,,1.02205862735495
23909,P740,In what area did the [MASK] originate?,3,,1.010974385333116
23929,P740,What area did [MASK] come into existence?,3,,0.9075756777823716
23874,P740,In what area did [MASK] come into being?,3,0.8426227486453638,1.0014203157602408
24614,P740,Where did [MASK]'s foundation take place?,2,,1.0076296823464523
24147,P740,In which area was [MASK] formed?,2,,1.0541934481798347
24474,P740,What was the inception site of [MASK]?,2,,1.0093920457267898
24380,P740,What place was the birthplace of the [MASK]?,2,,0.9449320908635792
24603,P740,Where did [MASK] initiate from?,2,,0.8212844221275057
24137,P740,In what spot was [MASK] first formed?,2,,0.9083907203886935
24576,P740,When did the [MASK] come into being?,2,,0.9136216635249779
24175,P740,In which spot was [MASK] created?,2,,0.949090058402206
24569,P740,When and where did [MASK] originate?,2,,0.9249672462689917
24415,P740,What was [MASK]'s starting point?,2,,0.8404786136918612
24156,P740,In which location did [MASK] begin?,2,,1.0270286967069773
24623,P740,Where did the [MASK] form its roots?,2,,1.0660167581569149
24131,P740,In what place was the establishment of [MASK]?,2,,0.9874182471697652
24127,P740,In what place was [MASK] founded?,2,,0.9825041828607526
24188,P740,What area saw the emergence of [MASK]?,2,,0.9427388917514566
24112,P740,In what place did [MASK] come into being?,2,,0.9679988200098881
24633,P740,Where did the beginning of [MASK] take place?,2,,0.9649555416280442
24108,P740,In what location was [MASK] formed?,2,,1.2560813321852553
24642,P740,Where did the foundation of [MASK] take place?,2,,1.088550246595124
24085,P740,In what area was the [MASK] founded?,2,,0.990430017444133
24077,P740,In what area did [MASK] come together?,2,,0.9278515352224485
24075,P740,In what area did [MASK] begin?,2,,0.9965522030669811
24184,P740,What area gave birth to [MASK]?,2,,0.983714975898458
24214,P740,What city or country saw the formation of [MASK]?,2,,1.0042545780640049
24564,P740,What was the venue of [MASK]'s formation?,2,,1.032229781001609
24429,P740,What was the beginning location of [MASK]?,2,,1.0854801596970858
24308,P740,What is the place of origin of the [MASK]?,2,,0.8928496858465255
24303,P740,What is the place of [MASK]'s birth?,2,,0.9517791272015803
24330,P740,What locale was the birthplace of [MASK]?,2,,1.0304113369336099
24481,P740,What was the locale of [MASK]'s creation?,2,,1.1108283981530862
24292,P740,What is the origin of the [MASK] Orchestra?,2,0.8656335769824963,0.8935036847133158
24460,P740,What was the founding location of the [MASK]?,2,,0.8804525294787175
