,p,template,fact_id,effect_gold,effect_top
1814,P131,What is the administrative region that [MASK] is situated in?,32,,0.9997586574736809
1578,P131,What is the administrative jurisdiction of [MASK]?,29,,0.9677194592202483
1574,P131,Where is [MASK] situated administratively?,28,1.0431314407504788,1.0046236770910775
2062,P131,In what type of administrative area is [MASK] situated?,28,,1.022004407952432
1575,P131,Where is [MASK] located administratively?,24,,0.9891294835538894
3355,P131,Which administrative area is the [MASK] located in?,21,1.028026073628533,1.0290711247669837
1580,P131,Where is the [MASK] situated?,19,0.9133704375149866,0.9545758639866663
2462,P131,What administrative region is [MASK] located in?,16,,1.0227535938383348
1599,P131,What is the administrative area of [MASK]?,15,,1.0864062072471221
1577,P131,In which governmental division is [MASK] situated?,13,0.8883543791423174,0.9433191228484484
1595,P131,In what governmental region is [MASK] situated?,13,,1.1033074109467587
1596,P131,In what political division is [MASK] situated?,13,,0.9819285135058098
1597,P131,In which administrative division is [MASK] situated?,13,,1.0017217090659711
2809,P131,What is the governing body that [MASK] is a part of?,12,,0.9122164900832943
1590,P131,In which governmental region is [MASK] located?,11,,1.0658338296924674
1633,P131,In what administrative area is the [MASK] located?,11,1.2027296056454169,1.038894910034549
1587,P131,In which governmental area is [MASK] situated?,11,0.8990475246119961,0.9726890898319408
1600,P131,What is the governing region of [MASK]?,11,,0.952660249558246
1591,P131,What is the administrative region of [MASK]?,11,,1.0071518410430582
2691,P131,What is the administrative district that [MASK] is located in?,10,,0.9976286910355936
1622,P131,What governmental division is the [MASK] situated in?,10,0.9489110452870092,1.0072496800554096
1608,P131,In what jurisdiction is the [MASK] situated?,10,,1.0601111175788538
1613,P131,In which governmental jurisdiction is [MASK] located?,10,,1.046321242915676
2702,P131,What is the administrative division that [MASK] is in?,10,,1.008775700924524
1689,P131,In what administrative entity is [MASK] situated?,9,,1.036628194113729
1604,P131,In what administrative jurisdiction is [MASK] situated?,9,1.0010902581837207,1.00261822749218
1646,P131,To which administrative entity does [MASK] belong?,9,1.236173475386153,0.9971190056633598
2220,P131,In which jurisdiction is the [MASK] situated?,9,,1.0026063975459805
1632,P131,What jurisdiction contains [MASK]?,9,1.0316685720021086,1.0334280231125657
1628,P131,What is the governing area of the [MASK]?,9,,0.9160748846961879
3039,P131,What jurisdiction is the [MASK] found in?,9,,1.0109820129581535
1589,P131,What is the political jurisdiction of [MASK]?,8,1.0235954752146477,0.9812953478446373
1698,P131,In what governmental area is [MASK] situated?,8,0.9563485762629994,1.0079417664706793
1614,P131,To which administrative area does [MASK] belong?,8,0.9811978543643551,1.0598062529239822
1655,P131,What administrative region contains [MASK]?,8,1.2483926968025392,1.0358777913434927
1616,P131,What administrative area houses [MASK]?,8,,0.9589890858534045
1606,P131,In what governmental jurisdiction is [MASK] situated?,8,0.948895691971218,0.9958171682303573
